pair_id,direction,location,query,medium_record_id,good_record_id,sqi_distance,clean_pred,patched_pred,delta_h_int,delta_bad_logit,flip
0,rescued_medium_to_nearest_good_query,Z_Q,GM_BOUNDARY,butv116_10547,butv116_02279,0.3309700530727382,medium,medium,0.37171077728271484,0.06589031219482422,0
0,nearest_good_to_rescued_medium_query,Z_Q,GM_BOUNDARY,butv116_10547,butv116_02279,0.3309700530727382,good,good,0.5313141345977783,0.03525686264038086,0
0,rescued_medium_to_nearest_good_query,Z_Q,BAD_STRESS,butv116_10547,butv116_02279,0.3309700530727382,medium,medium,0.3860435485839844,-0.06118440628051758,0
0,nearest_good_to_rescued_medium_query,Z_Q,BAD_STRESS,butv116_10547,butv116_02279,0.3309700530727382,good,good,0.5507005453109741,-0.05063772201538086,0
0,rescued_medium_to_nearest_good_query,Q_e,QRS,butv116_10547,butv116_02279,0.3309700530727382,medium,medium,0.4291725158691406,0.1310873031616211,0
0,nearest_good_to_rescued_medium_query,Q_e,QRS,butv116_10547,butv116_02279,0.3309700530727382,good,good,0.541732907295227,0.11318731307983398,0
0,rescued_medium_to_nearest_good_query,Q_e,RR_TEMPLATE,butv116_10547,butv116_02279,0.3309700530727382,medium,medium,0.42957568168640137,0.1169290542602539,0
0,nearest_good_to_rescued_medium_query,Q_e,RR_TEMPLATE,butv116_10547,butv116_02279,0.3309700530727382,good,good,0.5381009578704834,0.10428905487060547,0
0,rescued_medium_to_nearest_good_query,Q_e,BASELINE,butv116_10547,butv116_02279,0.3309700530727382,medium,medium,0.44176650047302246,0.15259075164794922,0
0,nearest_good_to_rescued_medium_query,Q_e,BASELINE,butv116_10547,butv116_02279,0.3309700530727382,good,good,0.5129201412200928,0.11140584945678711,0
0,rescued_medium_to_nearest_good_query,Q_e,CONTACT_RESET,butv116_10547,butv116_02279,0.3309700530727382,medium,medium,0.4134392738342285,0.14737844467163086,0
0,nearest_good_to_rescued_medium_query,Q_e,CONTACT_RESET,butv116_10547,butv116_02279,0.3309700530727382,good,good,0.48161160945892334,0.10123729705810547,0
0,rescued_medium_to_nearest_good_query,Q_e,DETAIL_NOISE,butv116_10547,butv116_02279,0.3309700530727382,medium,medium,0.4016835689544678,0.14743947982788086,0
0,nearest_good_to_rescued_medium_query,Q_e,DETAIL_NOISE,butv116_10547,butv116_02279,0.3309700530727382,good,good,0.4805194139480591,0.08909797668457031,0
0,rescued_medium_to_nearest_good_query,Q_e,GLOBAL_MORPH,butv116_10547,butv116_02279,0.3309700530727382,medium,medium,0.43038487434387207,0.12837791442871094,0
0,nearest_good_to_rescued_medium_query,Q_e,GLOBAL_MORPH,butv116_10547,butv116_02279,0.3309700530727382,good,good,0.5403726100921631,0.09567499160766602,0
0,rescued_medium_to_nearest_good_query,Q_e,GM_BOUNDARY,butv116_10547,butv116_02279,0.3309700530727382,medium,medium,0.4206252098083496,0.08218860626220703,0
0,nearest_good_to_rescued_medium_query,Q_e,GM_BOUNDARY,butv116_10547,butv116_02279,0.3309700530727382,good,good,0.5171860456466675,0.056326866149902344,0
0,rescued_medium_to_nearest_good_query,Q_e,BAD_STRESS,butv116_10547,butv116_02279,0.3309700530727382,medium,medium,0.42991042137145996,-0.044942378997802734,0
0,nearest_good_to_rescued_medium_query,Q_e,BAD_STRESS,butv116_10547,butv116_02279,0.3309700530727382,good,good,0.5389981269836426,-0.03263521194458008,0
1,rescued_medium_to_nearest_good_query,Z_Q,QRS,butv116_10559,butv116_01682,1.084391118991355,medium,medium,-0.07591044902801514,0.0033330917358398438,0
1,nearest_good_to_rescued_medium_query,Z_Q,QRS,butv116_10559,butv116_01682,1.084391118991355,good,good,-0.06222498416900635,-0.0767984390258789,0
1,rescued_medium_to_nearest_good_query,Z_Q,RR_TEMPLATE,butv116_10559,butv116_01682,1.084391118991355,medium,medium,-0.08839118480682373,0.012701034545898438,0
1,nearest_good_to_rescued_medium_query,Z_Q,RR_TEMPLATE,butv116_10559,butv116_01682,1.084391118991355,good,good,-0.06578850746154785,-0.0719003677368164,0
1,rescued_medium_to_nearest_good_query,Z_Q,BASELINE,butv116_10559,butv116_01682,1.084391118991355,medium,medium,-0.06366860866546631,-0.0048065185546875,0
1,nearest_good_to_rescued_medium_query,Z_Q,BASELINE,butv116_10559,butv116_01682,1.084391118991355,good,good,-0.047101378440856934,-0.0870199203491211,0
1,rescued_medium_to_nearest_good_query,Z_Q,CONTACT_RESET,butv116_10559,butv116_01682,1.084391118991355,medium,medium,-0.10481083393096924,0.000202178955078125,0
1,nearest_good_to_rescued_medium_query,Z_Q,CONTACT_RESET,butv116_10559,butv116_01682,1.084391118991355,good,good,-0.08564615249633789,-0.08561134338378906,0
1,rescued_medium_to_nearest_good_query,Z_Q,DETAIL_NOISE,butv116_10559,butv116_01682,1.084391118991355,medium,medium,-0.11875927448272705,-0.014121055603027344,0
1,nearest_good_to_rescued_medium_query,Z_Q,DETAIL_NOISE,butv116_10559,butv116_01682,1.084391118991355,good,good,-0.09781277179718018,-0.10421943664550781,0
1,rescued_medium_to_nearest_good_query,Z_Q,GLOBAL_MORPH,butv116_10559,butv116_01682,1.084391118991355,medium,medium,-0.03165709972381592,-0.026673316955566406,0
1,nearest_good_to_rescued_medium_query,Z_Q,GLOBAL_MORPH,butv116_10559,butv116_01682,1.084391118991355,good,good,-0.00592350959777832,-0.11467266082763672,0
1,rescued_medium_to_nearest_good_query,Z_Q,GM_BOUNDARY,butv116_10559,butv116_01682,1.084391118991355,medium,medium,0.03336632251739502,0.004572868347167969,0
1,nearest_good_to_rescued_medium_query,Z_Q,GM_BOUNDARY,butv116_10559,butv116_01682,1.084391118991355,good,good,0.05694985389709473,-0.09690475463867188,0
1,rescued_medium_to_nearest_good_query,Z_Q,BAD_STRESS,butv116_10559,butv116_01682,1.084391118991355,medium,medium,0.058304429054260254,-0.010262489318847656,0
1,nearest_good_to_rescued_medium_query,Z_Q,BAD_STRESS,butv116_10559,butv116_01682,1.084391118991355,good,good,0.09149169921875,-0.09061050415039062,0
1,rescued_medium_to_nearest_good_query,Q_e,QRS,butv116_10559,butv116_01682,1.084391118991355,medium,medium,0.0202866792678833,0.06737613677978516,0
1,nearest_good_to_rescued_medium_query,Q_e,QRS,butv116_10559,butv116_01682,1.084391118991355,good,good,0.013998746871948242,-0.05236625671386719,0
1,rescued_medium_to_nearest_good_query,Q_e,RR_TEMPLATE,butv116_10559,butv116_01682,1.084391118991355,medium,medium,-0.0007308721542358398,0.07979679107666016,0
1,nearest_good_to_rescued_medium_query,Q_e,RR_TEMPLATE,butv116_10559,butv116_01682,1.084391118991355,good,good,-0.007043957710266113,-0.047448158264160156,0
1,rescued_medium_to_nearest_good_query,Q_e,BASELINE,butv116_10559,butv116_01682,1.084391118991355,medium,medium,0.023279786109924316,0.06297588348388672,0
1,nearest_good_to_rescued_medium_query,Q_e,BASELINE,butv116_10559,butv116_01682,1.084391118991355,good,good,0.015796184539794922,-0.0625162124633789,0
1,rescued_medium_to_nearest_good_query,Q_e,CONTACT_RESET,butv116_10559,butv116_01682,1.084391118991355,medium,medium,-0.02296435832977295,0.06529712677001953,0
1,nearest_good_to_rescued_medium_query,Q_e,CONTACT_RESET,butv116_10559,butv116_01682,1.084391118991355,good,good,-0.023786425590515137,-0.06289386749267578,0
1,rescued_medium_to_nearest_good_query,Q_e,DETAIL_NOISE,butv116_10559,butv116_01682,1.084391118991355,medium,medium,-0.026601791381835938,0.047173500061035156,0
1,nearest_good_to_rescued_medium_query,Q_e,DETAIL_NOISE,butv116_10559,butv116_01682,1.084391118991355,good,good,-0.03042900562286377,-0.0849905014038086,0
1,rescued_medium_to_nearest_good_query,Q_e,GLOBAL_MORPH,butv116_10559,butv116_01682,1.084391118991355,medium,medium,0.056200623512268066,0.03460693359375,0
1,nearest_good_to_rescued_medium_query,Q_e,GLOBAL_MORPH,butv116_10559,butv116_01682,1.084391118991355,good,good,0.04908037185668945,-0.0958700180053711,0
1,rescued_medium_to_nearest_good_query,Q_e,GM_BOUNDARY,butv116_10559,butv116_01682,1.084391118991355,medium,medium,0.11673963069915771,0.06293869018554688,0
1,nearest_good_to_rescued_medium_query,Q_e,GM_BOUNDARY,butv116_10559,butv116_01682,1.084391118991355,good,good,0.10266542434692383,-0.07913875579833984,0
1,rescued_medium_to_nearest_good_query,Q_e,BAD_STRESS,butv116_10559,butv116_01682,1.084391118991355,medium,good,0.13942205905914307,0.048636436462402344,1
1,nearest_good_to_rescued_medium_query,Q_e,BAD_STRESS,butv116_10559,butv116_01682,1.084391118991355,good,good,0.12560606002807617,-0.07685470581054688,0
2,rescued_medium_to_nearest_good_query,Z_Q,QRS,butv116_10568,butv116_01189,3.9479223465855577,medium,medium,0.07548832893371582,0.052440643310546875,0
2,nearest_good_to_rescued_medium_query,Z_Q,QRS,butv116_10568,butv116_01189,3.9479223465855577,good,good,0.06848573684692383,0.0007419586181640625,0
2,rescued_medium_to_nearest_good_query,Z_Q,RR_TEMPLATE,butv116_10568,butv116_01189,3.9479223465855577,medium,medium,0.060485005378723145,0.06786918640136719,0
2,nearest_good_to_rescued_medium_query,Z_Q,RR_TEMPLATE,butv116_10568,butv116_01189,3.9479223465855577,good,good,0.051775455474853516,0.004601478576660156,0
2,rescued_medium_to_nearest_good_query,Z_Q,BASELINE,butv116_10568,butv116_01189,3.9479223465855577,medium,medium,0.11007392406463623,0.08344554901123047,0
2,nearest_good_to_rescued_medium_query,Z_Q,BASELINE,butv116_10568,butv116_01189,3.9479223465855577,good,good,0.09328174591064453,0.011012077331542969,0
2,rescued_medium_to_nearest_good_query,Z_Q,CONTACT_RESET,butv116_10568,butv116_01189,3.9479223465855577,medium,medium,0.14223730564117432,0.057407379150390625,0
2,nearest_good_to_rescued_medium_query,Z_Q,CONTACT_RESET,butv116_10568,butv116_01189,3.9479223465855577,good,good,0.11696696281433105,-0.013457298278808594,0
2,rescued_medium_to_nearest_good_query,Z_Q,DETAIL_NOISE,butv116_10568,butv116_01189,3.9479223465855577,medium,medium,0.13105881214141846,0.09273815155029297,0
2,nearest_good_to_rescued_medium_query,Z_Q,DETAIL_NOISE,butv116_10568,butv116_01189,3.9479223465855577,good,good,0.10596609115600586,0.009247779846191406,0
2,rescued_medium_to_nearest_good_query,Z_Q,GLOBAL_MORPH,butv116_10568,butv116_01189,3.9479223465855577,medium,medium,0.11738288402557373,0.09998273849487305,0
2,nearest_good_to_rescued_medium_query,Z_Q,GLOBAL_MORPH,butv116_10568,butv116_01189,3.9479223465855577,good,good,0.09275984764099121,0.019308090209960938,0
2,rescued_medium_to_nearest_good_query,Z_Q,GM_BOUNDARY,butv116_10568,butv116_01189,3.9479223465855577,medium,medium,0.06862759590148926,0.1100168228149414,0
2,nearest_good_to_rescued_medium_query,Z_Q,GM_BOUNDARY,butv116_10568,butv116_01189,3.9479223465855577,good,good,0.06135153770446777,0.026024818420410156,0
2,rescued_medium_to_nearest_good_query,Z_Q,BAD_STRESS,butv116_10568,butv116_01189,3.9479223465855577,medium,good,0.16655981540679932,0.08104228973388672,1
2,nearest_good_to_rescued_medium_query,Z_Q,BAD_STRESS,butv116_10568,butv116_01189,3.9479223465855577,good,good,0.14148354530334473,0.0020914077758789062,0
2,rescued_medium_to_nearest_good_query,Q_e,QRS,butv116_10568,butv116_01189,3.9479223465855577,medium,medium,0.0238189697265625,0.09768104553222656,0
2,nearest_good_to_rescued_medium_query,Q_e,QRS,butv116_10568,butv116_01189,3.9479223465855577,good,good,0.004292964935302734,-0.008191108703613281,0
2,rescued_medium_to_nearest_good_query,Q_e,RR_TEMPLATE,butv116_10568,butv116_01189,3.9479223465855577,medium,medium,0.012796401977539062,0.11502265930175781,0
2,nearest_good_to_rescued_medium_query,Q_e,RR_TEMPLATE,butv116_10568,butv116_01189,3.9479223465855577,good,good,-0.009587287902832031,-0.001087188720703125,0
2,rescued_medium_to_nearest_good_query,Q_e,BASELINE,butv116_10568,butv116_01189,3.9479223465855577,medium,medium,0.06908679008483887,0.1303119659423828,0
2,nearest_good_to_rescued_medium_query,Q_e,BASELINE,butv116_10568,butv116_01189,3.9479223465855577,good,good,0.0383983850479126,0.007622718811035156,0
2,rescued_medium_to_nearest_good_query,Q_e,CONTACT_RESET,butv116_10568,butv116_01189,3.9479223465855577,medium,medium,0.10722815990447998,0.09808778762817383,0
2,nearest_good_to_rescued_medium_query,Q_e,CONTACT_RESET,butv116_10568,butv116_01189,3.9479223465855577,good,good,0.0704500675201416,-0.021431922912597656,0
2,rescued_medium_to_nearest_good_query,Q_e,DETAIL_NOISE,butv116_10568,butv116_01189,3.9479223465855577,medium,medium,0.09878182411193848,0.12636089324951172,0
2,nearest_good_to_rescued_medium_query,Q_e,DETAIL_NOISE,butv116_10568,butv116_01189,3.9479223465855577,good,good,0.06462693214416504,-0.0026445388793945312,0
2,rescued_medium_to_nearest_good_query,Q_e,GLOBAL_MORPH,butv116_10568,butv116_01189,3.9479223465855577,medium,medium,0.07964754104614258,0.13539791107177734,0
2,nearest_good_to_rescued_medium_query,Q_e,GLOBAL_MORPH,butv116_10568,butv116_01189,3.9479223465855577,good,good,0.04798102378845215,0.008702278137207031,0
2,rescued_medium_to_nearest_good_query,Q_e,GM_BOUNDARY,butv116_10568,butv116_01189,3.9479223465855577,medium,medium,0.017910242080688477,0.15404033660888672,0
2,nearest_good_to_rescued_medium_query,Q_e,GM_BOUNDARY,butv116_10568,butv116_01189,3.9479223465855577,good,good,-0.0037088394165039062,0.017484664916992188,0
2,rescued_medium_to_nearest_good_query,Q_e,BAD_STRESS,butv116_10568,butv116_01189,3.9479223465855577,medium,medium,0.10508203506469727,0.12906646728515625,0
2,nearest_good_to_rescued_medium_query,Q_e,BAD_STRESS,butv116_10568,butv116_01189,3.9479223465855577,good,good,0.07447123527526855,-0.0005292892456054688,0
3,rescued_medium_to_nearest_good_query,Z_Q,QRS,butv116_10590,butv116_00536,1.5956544640246295,medium,medium,0.04789292812347412,0.045636653900146484,0
3,nearest_good_to_rescued_medium_query,Z_Q,QRS,butv116_10590,butv116_00536,1.5956544640246295,good,good,0.031618595123291016,-0.0024366378784179688,0
3,rescued_medium_to_nearest_good_query,Z_Q,RR_TEMPLATE,butv116_10590,butv116_00536,1.5956544640246295,medium,medium,0.04383397102355957,0.041675567626953125,0
3,nearest_good_to_rescued_medium_query,Z_Q,RR_TEMPLATE,butv116_10590,butv116_00536,1.5956544640246295,good,good,0.024968624114990234,-0.015439987182617188,0
3,rescued_medium_to_nearest_good_query,Z_Q,BASELINE,butv116_10590,butv116_00536,1.5956544640246295,medium,medium,0.04765939712524414,0.0595402717590332,0
3,nearest_good_to_rescued_medium_query,Z_Q,BASELINE,butv116_10590,butv116_00536,1.5956544640246295,good,good,0.018346071243286133,-0.004131793975830078,0
3,rescued_medium_to_nearest_good_query,Z_Q,CONTACT_RESET,butv116_10590,butv116_00536,1.5956544640246295,medium,medium,0.1261277198791504,0.05729055404663086,0
3,nearest_good_to_rescued_medium_query,Z_Q,CONTACT_RESET,butv116_10590,butv116_00536,1.5956544640246295,good,good,0.0937347412109375,-0.015568733215332031,0
3,rescued_medium_to_nearest_good_query,Z_Q,DETAIL_NOISE,butv116_10590,butv116_00536,1.5956544640246295,medium,medium,0.2127208709716797,0.06974029541015625,0
3,nearest_good_to_rescued_medium_query,Z_Q,DETAIL_NOISE,butv116_10590,butv116_00536,1.5956544640246295,good,good,0.17386174201965332,-0.0013933181762695312,0
3,rescued_medium_to_nearest_good_query,Z_Q,GLOBAL_MORPH,butv116_10590,butv116_00536,1.5956544640246295,medium,medium,0.22904181480407715,0.049646854400634766,0
3,nearest_good_to_rescued_medium_query,Z_Q,GLOBAL_MORPH,butv116_10590,butv116_00536,1.5956544640246295,good,good,0.2105863094329834,-0.021553993225097656,0
3,rescued_medium_to_nearest_good_query,Z_Q,GM_BOUNDARY,butv116_10590,butv116_00536,1.5956544640246295,medium,medium,0.24668681621551514,0.042792320251464844,0
3,nearest_good_to_rescued_medium_query,Z_Q,GM_BOUNDARY,butv116_10590,butv116_00536,1.5956544640246295,good,good,0.2171841859817505,-0.027914047241210938,0
3,rescued_medium_to_nearest_good_query,Z_Q,BAD_STRESS,butv116_10590,butv116_00536,1.5956544640246295,medium,medium,0.2246112823486328,0.057605743408203125,0
3,nearest_good_to_rescued_medium_query,Z_Q,BAD_STRESS,butv116_10590,butv116_00536,1.5956544640246295,good,good,0.18803513050079346,0.0047016143798828125,0
3,rescued_medium_to_nearest_good_query,Q_e,QRS,butv116_10590,butv116_00536,1.5956544640246295,medium,medium,0.0034339427947998047,0.04912996292114258,0
3,nearest_good_to_rescued_medium_query,Q_e,QRS,butv116_10590,butv116_00536,1.5956544640246295,good,good,-0.0034894943237304688,-0.011859416961669922,0
3,rescued_medium_to_nearest_good_query,Q_e,RR_TEMPLATE,butv116_10590,butv116_00536,1.5956544640246295,medium,medium,0.0034067630767822266,0.04897785186767578,0
3,nearest_good_to_rescued_medium_query,Q_e,RR_TEMPLATE,butv116_10590,butv116_00536,1.5956544640246295,good,good,-0.004086017608642578,-0.020746231079101562,0
3,rescued_medium_to_nearest_good_query,Q_e,BASELINE,butv116_10590,butv116_00536,1.5956544640246295,medium,medium,0.0014522075653076172,0.06915616989135742,0
3,nearest_good_to_rescued_medium_query,Q_e,BASELINE,butv116_10590,butv116_00536,1.5956544640246295,good,good,-0.008915901184082031,-0.005447864532470703,0
3,rescued_medium_to_nearest_good_query,Q_e,CONTACT_RESET,butv116_10590,butv116_00536,1.5956544640246295,medium,medium,0.07734143733978271,0.06503629684448242,0
3,nearest_good_to_rescued_medium_query,Q_e,CONTACT_RESET,butv116_10590,butv116_00536,1.5956544640246295,good,good,0.07062816619873047,-0.011416435241699219,0
3,rescued_medium_to_nearest_good_query,Q_e,DETAIL_NOISE,butv116_10590,butv116_00536,1.5956544640246295,medium,medium,0.16764891147613525,0.07503747940063477,0
3,nearest_good_to_rescued_medium_query,Q_e,DETAIL_NOISE,butv116_10590,butv116_00536,1.5956544640246295,good,good,0.16382241249084473,0.004520416259765625,0
3,rescued_medium_to_nearest_good_query,Q_e,GLOBAL_MORPH,butv116_10590,butv116_00536,1.5956544640246295,medium,medium,0.18979597091674805,0.05198860168457031,0
3,nearest_good_to_rescued_medium_query,Q_e,GLOBAL_MORPH,butv116_10590,butv116_00536,1.5956544640246295,good,good,0.18631303310394287,-0.0205841064453125,0
3,rescued_medium_to_nearest_good_query,Q_e,GM_BOUNDARY,butv116_10590,butv116_00536,1.5956544640246295,medium,medium,0.21074140071868896,0.043715476989746094,0
3,nearest_good_to_rescued_medium_query,Q_e,GM_BOUNDARY,butv116_10590,butv116_00536,1.5956544640246295,good,good,0.20879101753234863,-0.02413654327392578,0
3,rescued_medium_to_nearest_good_query,Q_e,BAD_STRESS,butv116_10590,butv116_00536,1.5956544640246295,medium,medium,0.18852448463439941,0.060546875,0
3,nearest_good_to_rescued_medium_query,Q_e,BAD_STRESS,butv116_10590,butv116_00536,1.5956544640246295,good,good,0.1812959909439087,0.010052680969238281,0
4,rescued_medium_to_nearest_good_query,Z_Q,QRS,butv116_10612,butv116_01721,0.8927071720027596,medium,medium,0.387101411819458,-0.004638671875,0
4,nearest_good_to_rescued_medium_query,Z_Q,QRS,butv116_10612,butv116_01721,0.8927071720027596,good,good,0.30543673038482666,0.04121685028076172,0
4,rescued_medium_to_nearest_good_query,Z_Q,RR_TEMPLATE,butv116_10612,butv116_01721,0.8927071720027596,medium,medium,0.41133689880371094,-0.031527042388916016,0
4,nearest_good_to_rescued_medium_query,Z_Q,RR_TEMPLATE,butv116_10612,butv116_01721,0.8927071720027596,good,good,0.3095177412033081,0.015557289123535156,0
4,rescued_medium_to_nearest_good_query,Z_Q,BASELINE,butv116_10612,butv116_01721,0.8927071720027596,medium,medium,0.41046142578125,-0.015561580657958984,0
4,nearest_good_to_rescued_medium_query,Z_Q,BASELINE,butv116_10612,butv116_01721,0.8927071720027596,good,good,0.3143664598464966,0.017595291137695312,0
4,rescued_medium_to_nearest_good_query,Z_Q,CONTACT_RESET,butv116_10612,butv116_01721,0.8927071720027596,medium,medium,0.34855222702026367,-0.007782459259033203,0
4,nearest_good_to_rescued_medium_query,Z_Q,CONTACT_RESET,butv116_10612,butv116_01721,0.8927071720027596,good,good,0.2637968063354492,0.009358882904052734,0
4,rescued_medium_to_nearest_good_query,Z_Q,DETAIL_NOISE,butv116_10612,butv116_01721,0.8927071720027596,medium,medium,0.33922088146209717,-0.01441335678100586,0
4,nearest_good_to_rescued_medium_query,Z_Q,DETAIL_NOISE,butv116_10612,butv116_01721,0.8927071720027596,good,good,0.2518354654312134,-0.006400108337402344,0
4,rescued_medium_to_nearest_good_query,Z_Q,GLOBAL_MORPH,butv116_10612,butv116_01721,0.8927071720027596,medium,medium,0.36197376251220703,-0.033747196197509766,0
4,nearest_good_to_rescued_medium_query,Z_Q,GLOBAL_MORPH,butv116_10612,butv116_01721,0.8927071720027596,good,good,0.2733253240585327,-0.0032830238342285156,0
4,rescued_medium_to_nearest_good_query,Z_Q,GM_BOUNDARY,butv116_10612,butv116_01721,0.8927071720027596,medium,medium,0.34494733810424805,0.01997995376586914,0
4,nearest_good_to_rescued_medium_query,Z_Q,GM_BOUNDARY,butv116_10612,butv116_01721,0.8927071720027596,good,good,0.2549539804458618,0.051695823669433594,0
4,rescued_medium_to_nearest_good_query,Z_Q,BAD_STRESS,butv116_10612,butv116_01721,0.8927071720027596,medium,medium,0.3260972499847412,0.0034112930297851562,0
4,nearest_good_to_rescued_medium_query,Z_Q,BAD_STRESS,butv116_10612,butv116_01721,0.8927071720027596,good,good,0.2492361068725586,0.03340435028076172,0
4,rescued_medium_to_nearest_good_query,Q_e,QRS,butv116_10612,butv116_01721,0.8927071720027596,medium,medium,0.31824445724487305,-0.033226966857910156,0
4,nearest_good_to_rescued_medium_query,Q_e,QRS,butv116_10612,butv116_01721,0.8927071720027596,good,good,0.2642601728439331,-0.024399757385253906,0
4,rescued_medium_to_nearest_good_query,Q_e,RR_TEMPLATE,butv116_10612,butv116_01721,0.8927071720027596,medium,medium,0.3396580219268799,-0.06168651580810547,0
4,nearest_good_to_rescued_medium_query,Q_e,RR_TEMPLATE,butv116_10612,butv116_01721,0.8927071720027596,good,good,0.2713954448699951,-0.04964590072631836,0
4,rescued_medium_to_nearest_good_query,Q_e,BASELINE,butv116_10612,butv116_01721,0.8927071720027596,medium,medium,0.3432190418243408,-0.04386472702026367,0
4,nearest_good_to_rescued_medium_query,Q_e,BASELINE,butv116_10612,butv116_01721,0.8927071720027596,good,good,0.27540409564971924,-0.039556026458740234,0
4,rescued_medium_to_nearest_good_query,Q_e,CONTACT_RESET,butv116_10612,butv116_01721,0.8927071720027596,medium,medium,0.2831648588180542,-0.035875797271728516,0
4,nearest_good_to_rescued_medium_query,Q_e,CONTACT_RESET,butv116_10612,butv116_01721,0.8927071720027596,good,good,0.22263896465301514,-0.047091007232666016,0
4,rescued_medium_to_nearest_good_query,Q_e,DETAIL_NOISE,butv116_10612,butv116_01721,0.8927071720027596,medium,medium,0.27244722843170166,-0.04170703887939453,0
4,nearest_good_to_rescued_medium_query,Q_e,DETAIL_NOISE,butv116_10612,butv116_01721,0.8927071720027596,good,good,0.2089773416519165,-0.05989265441894531,0
4,rescued_medium_to_nearest_good_query,Q_e,GLOBAL_MORPH,butv116_10612,butv116_01721,0.8927071720027596,medium,medium,0.2912393808364868,-0.062458038330078125,0
4,nearest_good_to_rescued_medium_query,Q_e,GLOBAL_MORPH,butv116_10612,butv116_01721,0.8927071720027596,good,good,0.22665655612945557,-0.06609058380126953,0
4,rescued_medium_to_nearest_good_query,Q_e,GM_BOUNDARY,butv116_10612,butv116_01721,0.8927071720027596,medium,medium,0.2701300382614136,-0.009982585906982422,0
4,nearest_good_to_rescued_medium_query,Q_e,GM_BOUNDARY,butv116_10612,butv116_01721,0.8927071720027596,good,good,0.20736849308013916,-0.013244152069091797,0
4,rescued_medium_to_nearest_good_query,Q_e,BAD_STRESS,butv116_10612,butv116_01721,0.8927071720027596,medium,medium,0.2577071189880371,-0.028005123138427734,0
4,nearest_good_to_rescued_medium_query,Q_e,BAD_STRESS,butv116_10612,butv116_01721,0.8927071720027596,good,good,0.2009495496749878,-0.023355960845947266,0
5,rescued_medium_to_nearest_good_query,Z_Q,QRS,butv116_10628,butv116_00041,0.4356496775670831,medium,medium,0.7085751295089722,0.10949134826660156,0
5,nearest_good_to_rescued_medium_query,Z_Q,QRS,butv116_10628,butv116_00041,0.4356496775670831,good,good,0.5166497230529785,-0.13596820831298828,0
5,rescued_medium_to_nearest_good_query,Z_Q,RR_TEMPLATE,butv116_10628,butv116_00041,0.4356496775670831,medium,medium,0.7377545833587646,0.10005378723144531,0
5,nearest_good_to_rescued_medium_query,Z_Q,RR_TEMPLATE,butv116_10628,butv116_00041,0.4356496775670831,good,good,0.5042243003845215,-0.15914249420166016,0
5,rescued_medium_to_nearest_good_query,Z_Q,BASELINE,butv116_10628,butv116_00041,0.4356496775670831,medium,medium,0.7106883525848389,0.08190298080444336,0
5,nearest_good_to_rescued_medium_query,Z_Q,BASELINE,butv116_10628,butv116_00041,0.4356496775670831,good,good,0.4743027687072754,-0.17557334899902344,0
5,rescued_medium_to_nearest_good_query,Z_Q,CONTACT_RESET,butv116_10628,butv116_00041,0.4356496775670831,medium,medium,0.7185426950454712,0.07170629501342773,0
5,nearest_good_to_rescued_medium_query,Z_Q,CONTACT_RESET,butv116_10628,butv116_00041,0.4356496775670831,good,good,0.5000238418579102,-0.20238399505615234,0
