record_id,lead,detector,hr_bpm
1007823,V4,wqrs,65.21739130434783
1007823,V5,wqrs,65.21739130434783
1007823,V6,wqrs,65.50218340611353
1007823,I,eplimited,64.6551724137931
1007823,II,eplimited,66.3716814159292
1007823,III,eplimited,68.18181818181819
1007823,aVR,eplimited,65.78947368421052
1007823,aVL,eplimited,65.78947368421052
1007823,aVF,eplimited,66.96428571428571
1007823,V1,eplimited,65.78947368421052
1007823,V2,eplimited,64.1025641025641
1007823,V3,eplimited,64.1025641025641
1007823,V4,eplimited,64.6551724137931
1007823,V5,eplimited,66.96428571428571
1007823,V6,eplimited,65.78947368421052
1009404,I,wqrs,88.23529411764706
1009404,II,wqrs,88.75739644970413
1009404,III,wqrs,88.23529411764706
1009404,aVR,wqrs,88.23529411764706
1009404,aVL,wqrs,88.23529411764706
1009404,aVF,wqrs,88.23529411764706
1009404,V1,wqrs,88.23529411764706
1009404,V2,wqrs,88.23529411764706
1009404,V3,wqrs,88.23529411764706
1009404,V4,wqrs,88.23529411764706
1009404,V5,wqrs,88.23529411764706
1009404,V6,wqrs,88.23529411764706
1009404,I,eplimited,88.23529411764706
1009404,II,eplimited,89.28571428571428
1009404,III,eplimited,88.23529411764706
1009404,aVR,eplimited,88.23529411764706
1009404,aVL,eplimited,88.23529411764706
1009404,aVF,eplimited,88.23529411764706
1009404,V1,eplimited,88.23529411764706
1009404,V2,eplimited,88.23529411764706
1009404,V3,eplimited,88.23529411764706
1009404,V4,eplimited,88.23529411764706
1009404,V5,eplimited,88.23529411764706
1009404,V6,eplimited,88.23529411764706
1009856,I,wqrs,101.35135135135135
1009856,II,wqrs,101.35135135135135
1009856,III,wqrs,101.35135135135135
1009856,aVR,wqrs,101.35135135135135
1009856,aVL,wqrs,101.35135135135135
1009856,aVF,wqrs,101.35135135135135
1009856,V1,wqrs,101.35135135135135
1009856,V2,wqrs,101.35135135135135
1009856,V3,wqrs,101.35135135135135
1009856,V4,wqrs,101.35135135135135
1009856,V5,wqrs,101.35135135135135
1009856,V6,wqrs,101.35135135135135
1009856,I,eplimited,101.35135135135135
1009856,II,eplimited,101.35135135135135
1009856,III,eplimited,100.67114093959732
1009856,aVR,eplimited,101.35135135135135
1009856,aVL,eplimited,101.35135135135135
1009856,aVF,eplimited,101.35135135135135
1009856,V1,eplimited,101.35135135135135
1009856,V2,eplimited,100.67114093959732
1009856,V3,eplimited,101.35135135135135
1009856,V4,eplimited,101.35135135135135
1009856,V5,eplimited,101.35135135135135
1009856,V6,eplimited,101.35135135135135
1013179,I,wqrs,72.11538461538461
1013179,II,wqrs,72.11538461538461
1013179,III,wqrs,72.11538461538461
1013179,aVR,wqrs,72.11538461538461
1013179,aVL,wqrs,72.11538461538461
1013179,aVF,wqrs,72.11538461538461
1013179,V1,wqrs,72.11538461538461
1013179,V2,wqrs,72.11538461538461
1013179,V3,wqrs,72.11538461538461
1013179,V4,wqrs,72.11538461538461
1013179,V5,wqrs,72.11538461538461
1013179,V6,wqrs,72.11538461538461
1013179,I,eplimited,72.11538461538461
1013179,II,eplimited,72.11538461538461
1013179,III,eplimited,72.11538461538461
1013179,aVR,eplimited,72.11538461538461
1013179,aVL,eplimited,72.11538461538461
1013179,aVF,eplimited,72.11538461538461
1013179,V1,eplimited,72.11538461538461
1013179,V2,eplimited,72.46376811594203
1013179,V3,eplimited,72.11538461538461
1013179,V4,eplimited,72.11538461538461
1013179,V5,eplimited,72.11538461538461
1013179,V6,eplimited,72.11538461538461
1015620,I,wqrs,52.083333333333336
1015620,II,wqrs,51.90311418685121
1015620,aVR,wqrs,51.90311418685121
1015620,aVF,wqrs,20.604395604395606
1015620,V1,wqrs,51.54639175257732
1015620,V2,wqrs,52.447552447552454
1015620,V3,wqrs,51.90311418685121
1015620,V4,wqrs,52.083333333333336
1015620,V5,wqrs,51.724137931034484
1015620,V6,wqrs,51.724137931034484
1015620,I,eplimited,52.264808362369344
1015620,II,eplimited,51.724137931034484
1015620,III,eplimited,113.63636363636363
1015620,aVR,eplimited,52.264808362369344
1015620,aVL,eplimited,89.82035928143713
1015620,aVF,eplimited,52.083333333333336
1015620,V1,eplimited,51.724137931034484
1015620,V2,eplimited,52.264808362369344
1015620,V3,eplimited,51.724137931034484
1015620,V4,eplimited,52.083333333333336
1015620,V5,eplimited,52.083333333333336
1015620,V6,eplimited,51.724137931034484
1021036,I,wqrs,78.125
1021036,II,wqrs,78.94736842105263
1021036,III,wqrs,78.53403141361257
1021036,aVR,wqrs,78.94736842105263
1021036,aVL,wqrs,78.94736842105263
1021036,aVF,wqrs,78.94736842105263
1021036,V1,wqrs,78.94736842105263
1021036,V2,wqrs,78.94736842105263
1021036,V3,wqrs,78.94736842105263
1021036,V4,wqrs,78.94736842105263
1021036,V5,wqrs,78.94736842105263
1021036,V6,wqrs,78.94736842105263
1021036,I,eplimited,78.125
1021036,II,eplimited,78.94736842105263
1021036,III,eplimited,78.94736842105263
1021036,aVR,eplimited,78.125
1021036,aVL,eplimited,78.94736842105263
1021036,aVF,eplimited,79.7872340425532
1021036,V1,eplimited,78.94736842105263
1021036,V2,eplimited,78.94736842105263
1021036,V3,eplimited,78.94736842105263
1021036,V4,eplimited,78.94736842105263
1021036,V5,eplimited,78.94736842105263
1021036,V6,eplimited,78.94736842105263
1027085,I,wqrs,94.9367088607595
1027085,II,wqrs,94.9367088607595
1027085,III,wqrs,94.9367088607595
1027085,aVR,wqrs,94.9367088607595
1027085,aVL,wqrs,94.9367088607595
1027085,aVF,wqrs,94.9367088607595
1027085,V1,wqrs,94.9367088607595
1027085,V2,wqrs,94.9367088607595
1027085,V3,wqrs,94.9367088607595
1027085,V4,wqrs,94.9367088607595
1027085,V5,wqrs,94.9367088607595
1027085,V6,wqrs,62.24066390041494
1027085,I,eplimited,94.9367088607595
1027085,II,eplimited,93.75
1027085,III,eplimited,93.75
1027085,aVR,eplimited,94.9367088607595
1027085,aVL,eplimited,94.9367088607595
1027085,aVF,eplimited,94.9367088607595
1027085,V1,eplimited,94.33962264150944
1027085,V2,eplimited,94.9367088607595
1027085,V3,eplimited,94.9367088607595
1027085,V4,eplimited,94.33962264150944
1027085,V5,eplimited,93.75
1027085,V6,eplimited,94.33962264150944
1027294,I,wqrs,63.02521008403362
1027294,II,wqrs,63.02521008403362
1027294,III,wqrs,63.02521008403362
1027294,aVR,wqrs,63.02521008403362
1027294,aVF,wqrs,63.55932203389831
1027294,V1,wqrs,63.02521008403362
1027294,V2,wqrs,63.55932203389831
1027294,V3,wqrs,63.02521008403362
1027294,V4,wqrs,63.02521008403362
1027294,V5,wqrs,63.55932203389831
1027294,V6,wqrs,63.02521008403362
1027294,I,eplimited,63.02521008403362
1027294,II,eplimited,63.02521008403362
1027294,III,eplimited,63.55932203389831
1027294,aVR,eplimited,63.55932203389831
1027294,aVL,eplimited,64.1025641025641
1027294,aVF,eplimited,63.02521008403362
1027294,V1,eplimited,63.02521008403362
1027294,V2,eplimited,63.55932203389831
1027294,V3,eplimited,63.02521008403362
1027294,V4,eplimited,63.55932203389831
1027294,V5,eplimited,63.02521008403362
1027294,V6,eplimited,63.02521008403362
1028102,I,wqrs,74.25742574257426
1028102,II,wqrs,74.25742574257426
1028102,III,wqrs,74.25742574257426
1028102,aVR,wqrs,74.25742574257426
1028102,aVL,wqrs,74.25742574257426
1028102,aVF,wqrs,74.25742574257426
1028102,V1,wqrs,74.25742574257426
1028102,V2,wqrs,74.25742574257426
1028102,V3,wqrs,74.25742574257426
1028102,V4,wqrs,74.25742574257426
1028102,V5,wqrs,74.25742574257426
1028102,I,eplimited,74.25742574257426
1028102,II,eplimited,74.25742574257426
1028102,III,eplimited,75.0
1028102,aVR,eplimited,75.0
1028102,aVL,eplimited,74.25742574257426
1028102,aVF,eplimited,75.0
1028102,V1,eplimited,75.0
1028102,V2,eplimited,74.25742574257426
1028102,V3,eplimited,74.25742574257426
1028102,V4,eplimited,75.0
1028102,V5,eplimited,74.25742574257426
1028505,I,wqrs,75.0
1028505,II,wqrs,75.75757575757575
1028505,III,wqrs,75.37688442211055
1028505,aVR,wqrs,75.37688442211055
1028505,aVL,wqrs,75.75757575757575
1028505,aVF,wqrs,75.75757575757575
1028505,V1,wqrs,75.0
1028505,V2,wqrs,75.75757575757575
1028505,V3,wqrs,75.0
1028505,V4,wqrs,75.75757575757575
1028505,V5,wqrs,75.75757575757575
1028505,V6,wqrs,75.37688442211055
1028505,I,eplimited,75.75757575757575
1028505,II,eplimited,75.75757575757575
1028505,III,eplimited,75.75757575757575
1028505,aVR,eplimited,75.75757575757575
1028505,aVL,eplimited,75.75757575757575
1028505,aVF,eplimited,75.75757575757575
1028505,V1,eplimited,75.75757575757575
1028505,V2,eplimited,75.0
1028505,V3,eplimited,75.75757575757575
1028505,V4,eplimited,75.75757575757575
1028505,V5,eplimited,75.75757575757575
1028505,V6,eplimited,75.75757575757575
1029390,I,wqrs,54.54545454545454
1029390,II,wqrs,54.347826086956516
1029390,III,wqrs,54.347826086956516
1029390,aVR,wqrs,54.347826086956516
1029390,aVL,wqrs,54.347826086956516
1029390,aVF,wqrs,54.54545454545454
1029390,V1,wqrs,54.54545454545454
1029390,V2,wqrs,54.347826086956516
1029390,V3,wqrs,54.347826086956516
1029390,V4,wqrs,54.347826086956516
1029390,V5,wqrs,54.54545454545454
1029390,V6,wqrs,54.54545454545454
1029390,I,eplimited,54.54545454545454
1029390,II,eplimited,54.54545454545454
1029390,III,eplimited,54.74452554744525
1029390,aVR,eplimited,54.54545454545454
1029390,aVL,eplimited,54.74452554744525
1029390,aVF,eplimited,54.54545454545454
1029390,V1,eplimited,54.74452554744525
1029390,V2,eplimited,54.54545454545454
1029390,V3,eplimited,54.54545454545454
1029390,V4,eplimited,54.54545454545454
1029390,V5,eplimited,54.54545454545454
1029390,V6,eplimited,54.54545454545454
1029776,I,wqrs,66.66666666666667
1029776,II,wqrs,66.66666666666667
1029776,III,wqrs,66.3716814159292
1029776,aVR,wqrs,66.66666666666667
1029776,aVL,wqrs,66.66666666666667
1029776,aVF,wqrs,66.3716814159292
1029776,V1,wqrs,66.66666666666667
1029776,V2,wqrs,66.3716814159292
1029776,V3,wqrs,66.3716814159292
1029776,V4,wqrs,66.66666666666667
1029776,V5,wqrs,66.3716814159292
1029776,V6,wqrs,66.3716814159292
1029776,I,eplimited,66.3716814159292
1029776,II,eplimited,66.3716814159292
1029776,III,eplimited,66.3716814159292
1029776,aVR,eplimited,66.96428571428571
1029776,aVL,eplimited,66.96428571428571
1029776,aVF,eplimited,66.96428571428571
1029776,V1,eplimited,66.3716814159292
1029776,V2,eplimited,66.3716814159292
1029776,V3,eplimited,66.3716814159292
1029776,V4,eplimited,66.3716814159292
1029776,V5,eplimited,66.3716814159292
1029776,V6,eplimited,66.3716814159292
1030943,I,wqrs,49.01960784313726
1030943,II,wqrs,227.27272727272725
1030943,III,wqrs,227.27272727272725
1030943,aVR,wqrs,227.27272727272725
1030943,aVL,wqrs,227.27272727272725
1030943,aVF,wqrs,227.27272727272725
1030943,V1,wqrs,211.2676056338028
1030943,V2,wqrs,211.2676056338028
1030943,V3,wqrs,211.2676056338028
1030943,V4,wqrs,211.2676056338028
1030943,V5,wqrs,211.2676056338028
1030943,V6,wqrs,211.2676056338028
1030943,I,eplimited,49.01960784313726
1030943,II,eplimited,197.3684210526316
1030943,III,eplimited,101.35135135135135
1030943,aVR,eplimited,102.73972602739727
1030943,aVL,eplimited,101.35135135135135
1030943,aVF,eplimited,101.35135135135135
1030943,V1,eplimited,182.92682926829266
1030943,V2,eplimited,163.04347826086956
1030943,V3,eplimited,159.5744680851064
1030943,V4,eplimited,159.5744680851064
1030943,V5,eplimited,159.5744680851064
1030943,V6,eplimited,159.5744680851064
1031414,I,wqrs,78.125
1031414,II,wqrs,78.125
1031414,III,wqrs,78.125
1031414,aVR,wqrs,78.53403141361257
1031414,aVL,wqrs,78.125
1031414,aVF,wqrs,78.53403141361257
1031414,V1,wqrs,78.53403141361257
1031414,V2,wqrs,77.720207253886
1031414,V3,wqrs,77.720207253886
1031414,V4,wqrs,77.720207253886
1031414,V5,wqrs,78.125
1031414,V6,wqrs,78.53403141361257
1031414,I,eplimited,74.25742574257426
1031414,II,eplimited,75.0
1031414,III,eplimited,75.0
1031414,aVR,eplimited,75.0
1031414,aVL,eplimited,75.0
1031414,aVF,eplimited,74.25742574257426
1031414,V1,eplimited,75.75757575757575
1031414,V2,eplimited,75.0
1031414,V3,eplimited,74.25742574257426
1031414,V4,eplimited,74.25742574257426
1031414,V5,eplimited,75.0
1031414,V6,eplimited,74.25742574257426
1034914,I,wqrs,115.38461538461539
1034914,II,wqrs,115.38461538461539
1034914,III,wqrs,115.38461538461539
1034914,aVR,wqrs,115.38461538461539
1034914,aVL,wqrs,115.38461538461539
1034914,aVF,wqrs,115.38461538461539
1034914,V3,wqrs,115.38461538461539
1034914,V4,wqrs,115.38461538461539
1034914,V5,wqrs,116.27906976744185
1034914,V6,wqrs,115.38461538461539
1034914,I,eplimited,115.38461538461539
1034914,II,eplimited,115.38461538461539
1034914,III,eplimited,115.38461538461539
1034914,aVR,eplimited,115.38461538461539
1034914,aVL,eplimited,115.38461538461539
1034914,aVF,eplimited,115.38461538461539
1034914,V3,eplimited,115.38461538461539
1034914,V4,eplimited,115.38461538461539
1034914,V5,eplimited,115.38461538461539
1034914,V6,eplimited,115.38461538461539
1035858,I,wqrs,83.33333333333334
1035858,II,wqrs,83.33333333333334
1035858,III,wqrs,83.33333333333334
1035858,aVR,wqrs,83.33333333333334
1035858,aVL,wqrs,83.33333333333334
1035858,aVF,wqrs,83.33333333333334
1035858,V1,wqrs,83.33333333333334
1035858,V2,wqrs,83.33333333333334
1035858,V3,wqrs,83.33333333333334
1035858,V4,wqrs,83.33333333333334
1035858,V5,wqrs,83.33333333333334
1035858,V6,wqrs,83.33333333333334
1035858,I,eplimited,83.33333333333334
1035858,II,eplimited,83.33333333333334
1035858,III,eplimited,85.22727272727273
1035858,aVR,eplimited,83.33333333333334
1035858,aVL,eplimited,83.33333333333334
1035858,aVF,eplimited,83.33333333333334
1035858,V1,eplimited,83.33333333333334
1035858,V2,eplimited,83.33333333333334
1035858,V3,eplimited,83.33333333333334
1035858,V4,eplimited,82.87292817679558
1035858,V5,eplimited,83.33333333333334
1035858,V6,eplimited,83.33333333333334
1041530,I,wqrs,86.20689655172414
1041530,II,wqrs,86.20689655172414
1041530,III,wqrs,86.20689655172414
1041530,aVR,wqrs,86.20689655172414
1041530,aVL,wqrs,86.20689655172414
1041530,aVF,wqrs,86.20689655172414
1041530,V1,wqrs,86.20689655172414
1041530,V2,wqrs,86.20689655172414
1041530,V3,wqrs,86.20689655172414
1041530,V4,wqrs,86.20689655172414
1041530,V5,wqrs,86.20689655172414
1041530,V6,wqrs,86.20689655172414
1041530,I,eplimited,86.20689655172414
1041530,II,eplimited,86.20689655172414
1041530,III,eplimited,86.20689655172414
1041530,aVR,eplimited,86.20689655172414
1041530,aVL,eplimited,86.20689655172414
1041530,aVF,eplimited,85.22727272727273
1041530,V1,eplimited,86.20689655172414
1041530,V2,eplimited,86.20689655172414
1041530,V3,eplimited,86.20689655172414
1041530,V4,eplimited,86.20689655172414
1041530,V5,eplimited,86.20689655172414
1041530,V6,eplimited,86.20689655172414
1045434,I,wqrs,75.0
1045434,II,wqrs,74.25742574257426
1045434,III,wqrs,75.0
1045434,aVR,wqrs,75.0
1045434,aVL,wqrs,75.0
1045434,aVF,wqrs,75.0
1045434,V1,wqrs,75.0
1045434,V2,wqrs,75.0
1045434,V3,wqrs,75.0
1045434,V4,wqrs,75.0
1045434,V5,wqrs,75.37688442211055
1045434,V6,wqrs,75.0
1045434,I,eplimited,75.0
1045434,II,eplimited,75.0
1045434,III,eplimited,74.25742574257426
1045434,aVR,eplimited,75.0
1045434,aVL,eplimited,74.25742574257426
1045434,aVF,eplimited,74.25742574257426
1045434,V1,eplimited,74.25742574257426
1045434,V2,eplimited,74.25742574257426
1045434,V3,eplimited,75.0
1045434,V4,eplimited,74.25742574257426
1045434,V5,eplimited,75.75757575757575
1045434,V6,eplimited,75.0
1049030,I,wqrs,50.33557046979866
1049030,II,wqrs,50.33557046979866
1049030,III,wqrs,50.0
1049030,aVR,wqrs,50.0
1049030,aVL,wqrs,50.0
1049030,aVF,wqrs,50.33557046979866
1049030,V1,wqrs,50.33557046979866
1049030,V2,wqrs,50.33557046979866
1049030,V3,wqrs,50.33557046979866
1049030,V4,wqrs,50.33557046979866
1049030,V5,wqrs,50.33557046979866
1049030,V6,wqrs,50.0
1049030,I,eplimited,50.0
1049030,II,eplimited,50.33557046979866
1049030,III,eplimited,50.0
1049030,aVR,eplimited,50.33557046979866
1049030,aVL,eplimited,50.33557046979866
1049030,aVF,eplimited,50.33557046979866
1049030,V1,eplimited,50.0
1049030,V2,eplimited,50.0
1049030,V3,eplimited,50.33557046979866
1049030,V4,eplimited,50.33557046979866
1049030,V5,eplimited,50.0
1049030,V6,eplimited,50.0
1050325,I,wqrs,63.829787234042556
1050325,II,wqrs,64.1025641025641
1050325,III,wqrs,63.829787234042556
1050325,aVR,wqrs,63.829787234042556
1050325,aVL,wqrs,63.829787234042556
1050325,aVF,wqrs,63.829787234042556
1050325,V1,wqrs,63.829787234042556
1050325,V2,wqrs,63.829787234042556
1050325,V4,wqrs,64.1025641025641
1050325,V5,wqrs,64.6551724137931
1050325,I,eplimited,63.55932203389831
1050325,II,eplimited,64.1025641025641
1050325,III,eplimited,63.55932203389831
1050325,aVR,eplimited,63.55932203389831
1050325,aVL,eplimited,63.55932203389831
1050325,aVF,eplimited,108.69565217391303
1050325,V1,eplimited,63.55932203389831
1050325,V2,eplimited,63.55932203389831
1050325,V4,eplimited,64.1025641025641
1050325,V5,eplimited,64.1025641025641
1050325,V6,eplimited,27.881040892193308
1052879,I,wqrs,61.98347107438017
1052879,II,wqrs,61.98347107438017
1052879,III,wqrs,61.98347107438017
1052879,aVR,wqrs,61.98347107438017
1052879,aVL,wqrs,61.98347107438017
1052879,aVF,wqrs,61.98347107438017
1052879,V1,wqrs,192.30769230769232
1052879,V2,wqrs,61.98347107438017
1052879,V3,wqrs,61.98347107438017
1052879,V4,wqrs,61.98347107438017
1052879,V5,wqrs,61.98347107438017
1052879,V6,wqrs,61.98347107438017
1052879,I,eplimited,61.98347107438017
1052879,II,eplimited,61.98347107438017
1052879,III,eplimited,61.98347107438017
1052879,aVR,eplimited,61.98347107438017
1052879,aVL,eplimited,61.98347107438017
1052879,aVF,eplimited,61.98347107438017
1052879,V1,eplimited,62.5
1052879,V2,eplimited,61.98347107438017
1052879,V3,eplimited,61.98347107438017
1052879,V4,eplimited,61.98347107438017
1052879,V5,eplimited,61.98347107438017
1052879,V6,eplimited,61.98347107438017
1053871,I,wqrs,59.05511811023622
1053871,II,wqrs,59.05511811023622
1053871,III,wqrs,59.05511811023622
1053871,aVR,wqrs,59.05511811023622
1053871,aVL,wqrs,59.05511811023622
1053871,aVF,wqrs,59.05511811023622
1053871,V1,wqrs,59.05511811023622
1053871,V2,wqrs,58.59375
1053871,V3,wqrs,59.05511811023622
1053871,V4,wqrs,59.05511811023622
1053871,V5,wqrs,59.05511811023622
1053871,V6,wqrs,59.05511811023622
1053871,I,eplimited,59.05511811023622
1053871,II,eplimited,58.8235294117647
1053871,III,eplimited,59.05511811023622
1053871,aVR,eplimited,59.05511811023622
1053871,aVL,eplimited,58.59375
1053871,aVF,eplimited,59.05511811023622
1053871,V1,eplimited,58.8235294117647
1053871,V2,eplimited,58.8235294117647
1053871,V3,eplimited,58.8235294117647
1053871,V4,eplimited,59.05511811023622
1053871,V5,eplimited,58.8235294117647
1053871,V6,eplimited,59.05511811023622
1058551,I,wqrs,75.0
1058551,II,wqrs,75.0
1058551,III,wqrs,74.25742574257426
1058551,aVR,wqrs,74.25742574257426
1058551,aVL,wqrs,75.0
1058551,V1,wqrs,74.25742574257426
1058551,V2,wqrs,74.25742574257426
1058551,V3,wqrs,74.25742574257426
1058551,V4,wqrs,74.25742574257426
1058551,V5,wqrs,75.0
1058551,V6,wqrs,74.25742574257426
1058551,I,eplimited,74.25742574257426
1058551,II,eplimited,75.0
1058551,III,eplimited,74.25742574257426
1058551,aVR,eplimited,74.25742574257426
1058551,aVL,eplimited,74.25742574257426
1058551,aVF,eplimited,74.25742574257426
1058551,V1,eplimited,75.0
1058551,V2,eplimited,75.0
1058551,V3,eplimited,74.25742574257426
1058551,V4,eplimited,75.0
1058551,V5,eplimited,75.0
1058551,V6,eplimited,75.0
1062220,I,wqrs,79.36507936507937
1062220,II,wqrs,79.7872340425532
1062220,III,wqrs,78.94736842105263
1062220,aVR,wqrs,79.36507936507937
1062220,aVL,wqrs,78.94736842105263
1062220,aVF,wqrs,78.94736842105263
1062220,V1,wqrs,78.94736842105263
1062220,V2,wqrs,79.7872340425532
1062220,V3,wqrs,78.94736842105263
1062220,V4,wqrs,78.94736842105263
1062220,V5,wqrs,79.36507936507937
1062220,V6,wqrs,78.94736842105263
1062220,I,eplimited,78.94736842105263
1062220,II,eplimited,78.94736842105263
1062220,III,eplimited,79.7872340425532
1062220,aVR,eplimited,78.94736842105263
1062220,aVL,eplimited,78.94736842105263
1062220,aVF,eplimited,79.7872340425532
1062220,V1,eplimited,78.94736842105263
1062220,V2,eplimited,79.7872340425532
1062220,V3,eplimited,78.94736842105263
1062220,V4,eplimited,78.94736842105263
1062220,V5,eplimited,79.7872340425532
1062220,V6,eplimited,78.94736842105263
1063069,I,wqrs,75.0
1063069,II,wqrs,75.0
1063069,III,wqrs,75.0
1063069,aVR,wqrs,75.37688442211055
1063069,aVL,wqrs,75.0
1063069,aVF,wqrs,75.0
1063069,V1,wqrs,75.0
1063069,V2,wqrs,77.720207253886
1063069,V3,wqrs,75.0
1063069,V4,wqrs,75.0
1063069,V5,wqrs,75.0
1063069,V6,wqrs,192.30769230769232
1063069,I,eplimited,75.75757575757575
1063069,II,eplimited,75.0
1063069,III,eplimited,75.0
1063069,aVR,eplimited,141.50943396226415
1063069,aVL,eplimited,75.0
1063069,aVF,eplimited,75.0
1063069,V1,eplimited,137.61467889908258
1063069,V2,eplimited,150.0
1063069,V3,eplimited,75.0
1063069,V4,eplimited,75.75757575757575
1063069,V5,eplimited,151.5151515151515
1063069,V6,eplimited,153.0612244897959
1063073,I,wqrs,78.53403141361257
1063073,aVL,wqrs,23.14814814814815
1063073,I,eplimited,100.67114093959731
1063073,III,eplimited,60.0
1063073,aVR,eplimited,60.24096385542169
1063073,aVL,eplimited,60.0
1063073,aVF,eplimited,60.483870967741936
1066522,I,wqrs,81.52173913043478
1066522,II,wqrs,81.52173913043478
1066522,III,wqrs,81.52173913043478
1066522,aVR,wqrs,81.52173913043478
1066522,aVL,wqrs,81.52173913043478
1066522,aVF,wqrs,81.52173913043478
1066522,V1,wqrs,81.52173913043478
1066522,V2,wqrs,81.52173913043478
1066522,V3,wqrs,81.52173913043478
1066522,V4,wqrs,81.52173913043478
1066522,V5,wqrs,81.52173913043478
1066522,V6,wqrs,81.52173913043478
1066522,I,eplimited,81.52173913043478
1066522,II,eplimited,151.5151515151515
1066522,III,eplimited,81.52173913043478
1066522,aVR,eplimited,81.52173913043478
1066522,aVL,eplimited,81.52173913043478
1066522,aVF,eplimited,81.52173913043478
1066522,V1,eplimited,81.52173913043478
1066522,V2,eplimited,82.41758241758242
1066522,V3,eplimited,81.52173913043478
1066522,V4,eplimited,81.08108108108108
1066522,V5,eplimited,81.52173913043478
1066522,V6,eplimited,81.52173913043478
1066648,I,wqrs,85.22727272727273
1066648,II,wqrs,85.22727272727273
1066648,III,wqrs,85.22727272727273
1066648,aVR,wqrs,85.22727272727273
