panel,column,column_title,row,idx,time_s,amplitude_au,class_name,candidate_type,display_subtype,record_id,source_idx,native_donor_id
D5,1,Medium / BUT native morph,original,11634,0.592,-0.12845470011234283,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,0.6,-0.10314708203077316,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,0.608,-0.0940217450261116,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,0.616,-0.09540046751499176,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,0.624,-0.08729866147041321,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,0.632,-0.08742186427116394,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,0.64,-0.07348942011594772,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,0.648,-0.06826850771903992,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,0.656,-0.0508081279695034,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,0.664,-0.05929165706038475,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,0.672,-0.0667225643992424,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,0.68,-0.059029098600149155,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,0.688,-0.08287512511014938,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,0.696,-0.05788234993815422,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,0.704,-0.03552834689617157,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,0.712,-0.02695111185312271,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,0.72,0.0014562722062692046,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,0.728,-0.01154517661780119,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,0.736,-0.011192181147634983,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,0.744,-0.009594312869012356,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,0.752,-0.034772638231515884,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,0.76,-0.03805161640048027,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,0.768,-0.015675775706768036,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,0.776,-0.03360777720808983,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,0.784,-0.017986522987484932,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,0.792,-0.022861996665596962,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,0.8,-0.012746910564601421,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,0.808,-0.026514636352658272,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,0.816,-0.02175711840391159,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,0.824,-0.026141444221138954,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,0.832,-0.03372775763273239,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,0.84,-0.016656100749969482,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,0.848,-0.07152819633483887,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,0.856,-0.03784322738647461,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,0.864,0.042564116418361664,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,0.872,-0.02808920107781887,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,0.88,-0.016811545938253403,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,0.888,-0.00202402682043612,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,0.896,0.008255623281002045,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,0.904,0.0028690206818282604,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,0.912,-0.016695480793714523,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,0.92,-0.027661943808197975,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,0.928,-0.024930821731686592,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,0.936,-0.03106507658958435,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,0.944,-0.014506799168884754,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,0.952,-0.011600380763411522,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,0.96,0.02507798559963703,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,0.968,0.05562273785471916,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,0.976,0.015288244932889938,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,0.984,-0.0022992866579443216,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,0.992,0.03004842810332775,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.0,0.0629829540848732,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.008,0.09571591764688492,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.016,0.10852798819541931,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.024,0.031618595123291016,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.032,-0.03002556599676609,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.04,-0.03892449289560318,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.048,-0.04607592895627022,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.056,-0.016408752650022507,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.064,0.005129619501531124,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.072,-0.017878422513604164,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.08,-0.05395060405135155,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.088,-0.12555930018424988,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.096,-0.16556227207183838,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.104,-0.168020099401474,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.112,0.10464222729206085,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.12,0.6668581366539001,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.128,0.9828627109527588,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.136,0.9813575744628906,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.144,0.13031190633773804,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.152,-0.1636236310005188,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.16,-0.08664322644472122,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.168,-0.17643508315086365,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.176,-0.15585556626319885,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.184,-0.19744524359703064,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.192,-0.18929173052310944,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.2,-0.1885906308889389,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.208,-0.19290383160114288,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.216,-0.1731909215450287,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.224,-0.16953517496585846,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.232,-0.1579911857843399,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.24,-0.16894805431365967,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.248,-0.14294107258319855,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.256,-0.11618689447641373,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.264,-0.1087925061583519,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.272,-0.10578930377960205,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.28,-0.10792132467031479,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.288,-0.07937470823526382,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.296,-0.06819649785757065,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.304,-0.035127270966768265,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.312,-0.020310793071985245,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.32,-0.049608808010816574,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.328,-0.049353718757629395,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.336,-0.03494489565491676,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.344,-0.019320795312523842,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.352,-0.02446715533733368,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.36,-0.004411595873534679,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.368,-0.016535315662622452,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.376,-0.0067700850777328014,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.384,0.020814135670661926,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.392,-0.007319231051951647,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.4,-0.0004502610245253891,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.408,-0.012257360853254795,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.416,-0.01851998083293438,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.424,-0.000289964402327314,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.432,0.0045486148446798325,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.44,0.002548281103372574,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.448,0.007187967654317617,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.456,0.019584549590945244,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.464,0.0023115442600101233,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.472,-0.00919625535607338,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.48,-0.004291310906410217,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.488,-0.013180602341890335,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.496,-0.04283314570784569,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.504,-0.04083431512117386,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.512,-0.08036074042320251,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.52,-0.11843977868556976,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.528,-0.12833631038665771,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.536,-0.11244221776723862,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.544,-0.13499866425991058,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.552,-0.17492793500423431,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.56,-0.15236710011959076,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.568,-0.20135079324245453,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.576,-0.18092390894889832,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.584,-0.16269776225090027,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.592,-0.1245032548904419,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.6,-0.07951167970895767,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.608,-0.010487282648682594,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.616,-0.02204877696931362,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.624,0.058291371911764145,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.632,0.14339333772659302,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.64,0.0004409645334817469,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.648,-0.02431069314479828,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.656,-0.08898024260997772,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.664,-0.08508995175361633,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.672,-0.10823865979909897,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.68,-0.13518980145454407,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.688,-0.14754460752010345,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.696,-0.16470679640769958,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.704,-0.16252177953720093,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.712,0.03364681079983711,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.72,0.6066948771476746,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.728,0.9257733821868896,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.736,0.9519150853157043,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.744,0.20565637946128845,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.752,-0.17460690438747406,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.76,-0.0862509161233902,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.768,-0.1531001478433609,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.776,-0.13844691216945648,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.784,-0.17296990752220154,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.792,-0.15888825058937073,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.8,-0.17401021718978882,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.808,-0.15998542308807373,medium,original_but,medium_clean_core,100001,6271,6271.0
D5,1,Medium / BUT native morph,original,11634,1.816,-0.14914099872112274,medium,original_but,medium_clean_core,100001,6271,6271.0
