record_id,idx,source_idx,split,true_class,v116_candidate_type,v116_generated,true_y,svm_pred,mlp_pred,conformer_pred,svm_good_score,svm_medium_score,svm_bad_score,mlp_good_prob,mlp_medium_prob,mlp_bad_prob,conformer_good_prob,conformer_medium_prob,conformer_bad_prob,sqi_nearest_good_id,sqi_distance,l_detail,l_base,mlp_gm_margin,conformer_gm_margin
butv116_00109,109,175,test,good,original_but,0,0,good,good,good,0.7279719898468971,0.2670954033453179,0.0049326068077848,0.6593954025310242,0.2180237195734566,1.7944465606051208e-05,0.990359663963318,0.0095027834177017,0.0001374865387333,,,0.6989971021688844,0.2835847016886521,0.4413716829575677,0.9808568805456163
butv116_00118,118,185,test,good,original_but,0,0,good,good,good,0.7164321163895142,0.278864545104537,0.004703338505949,0.631997783310703,0.2473337037511086,2.1379745399953417e-05,0.9180129766464232,0.0817314013838768,0.0002555893734097,,,0.7030145100691028,0.5477036751890494,0.38466407955959436,0.8362815752625464
butv116_00120,120,187,test,good,original_but,0,0,good,good,good,0.7525571588941012,0.242906058674328,0.0045367824315706,0.6708347884482975,0.222871207269173,1.3101154456813254e-05,0.989599585533142,0.0102518200874328,0.000148676946992,,,0.6758563414484122,0.4235112350055519,0.4479635811791245,0.9793477654457092
butv116_00135,135,210,test,good,original_but,0,0,good,good,good,0.6962191389669327,0.2981225337437461,0.0056583272893212,0.6237286011907678,0.2277499361266373,1.52489062141323e-05,0.9630207419395448,0.0368317663669586,0.000147553437273,,,0.6573255789724024,0.3518657717039288,0.3959786650641305,0.9261889755725862
butv116_00141,141,258,test,good,original_but,0,0,good,good,good,0.8945236724895775,0.1015548639925697,0.0039214635178527,0.8496195566406795,0.1393813406775627,6.015463146868412e-06,0.8802896738052368,0.1195220276713371,0.0001882541546365,,,0.6977702191948074,0.4304409058398141,0.7102382159631168,0.7607676461338997
butv116_00162,162,294,test,good,original_but,0,0,good,good,good,0.9447814014718534,0.0518794209640581,0.0033391775640882,0.9360133673249438,0.0769194943544385,1.3066409685940698e-05,0.9867123365402222,0.0130469240248203,0.0002408184518571,,,0.6802538447923879,0.1367101825748948,0.8590938729705053,0.9736654125154018
butv116_00211,211,358,test,good,original_but,0,0,good,good,good,0.9225392427770248,0.0741066348763335,0.0033541223466418,0.8846552260309797,0.1258763730925747,7.0925891104372775e-06,0.9454059600830078,0.0543961450457572,0.0001978703221539,,,0.7042751569482497,0.3265521236171523,0.758778852938405,0.8910098150372506
butv116_00236,236,399,test,good,original_but,0,0,good,good,good,0.9189340530924136,0.0774433328676517,0.0036226140399347,0.8609598244974865,0.1315217302559893,7.904783223852427e-06,0.957316756248474,0.0424266010522842,0.0002566930488683,,,0.6830591042407141,0.2875722723737713,0.7294380942414973,0.9148901551961898
butv116_00238,238,404,test,good,original_but,0,0,good,good,good,0.8998533170548937,0.0959928023733215,0.0041538805717847,0.8258561488247662,0.1362773599030884,1.0689166428337553e-05,0.9893830418586732,0.0104536209255456,0.0001633478532312,,,0.677396851197877,0.2400345365521003,0.6895787889216778,0.9789294209331276
butv116_00242,242,408,test,good,original_but,0,0,good,good,good,0.9078299225866762,0.0884906571022313,0.0036794203110923,0.8322715357396911,0.146329233419934,9.313203434174858e-06,0.9800485372543336,0.0197391044348478,0.0002124292223015,,,0.7178852188858602,0.3189805961059969,0.6859423023197572,0.9603094328194858
butv116_00254,254,423,test,good,original_but,0,0,good,good,good,0.9325323216009404,0.0641877290623939,0.0032799493366655,0.8943094547649759,0.114315925906898,8.70511748112153e-06,0.9606001377105712,0.0392634607851505,0.0001364198542432,,,0.6940680768998152,0.4016446046824347,0.7799935288580779,0.9213366769254207
butv116_00258,258,427,test,good,original_but,0,0,good,good,good,0.9122710221981756,0.0839849974815231,0.0037439803203014,0.8603902020058082,0.1276932662490837,8.601579277453189e-06,0.97582745552063,0.0240153539925813,0.000157176880748,,,0.6946674422741167,0.3506063161914265,0.7326969357567245,0.9518121015280487
butv116_00283,283,464,test,good,original_but,0,0,good,good,good,0.8980407001097561,0.0980281112257392,0.0039311886645045,0.8336355747419896,0.147391671280072,6.165767876406077e-06,0.9370813369750975,0.0626601874828338,0.0002584402100183,,,0.7069014564825096,0.2615535404759831,0.6862439034619175,0.8744211494922638
butv116_00297,297,489,test,good,original_but,0,0,good,good,good,0.8698999367546462,0.1261056411871304,0.0039944220582234,0.7580609765460014,0.1805906756951548,1.2909987006697018e-05,0.8234638571739197,0.1762350350618362,0.0003011203370988,,,0.6777663104781162,0.4768054210223476,0.5774703008508466,0.6472288221120834
butv116_00312,312,509,test,good,original_but,0,0,good,good,good,0.9185484702558312,0.0776132960445436,0.0038382336996251,0.8720465767586003,0.1157560917943822,9.28805656035437e-06,0.9741005301475524,0.0256474558264017,0.0002519759000279,,,0.6651420282129539,0.2507484027382249,0.7562904849642181,0.9484530743211507
butv116_00313,313,511,test,good,original_but,0,0,good,good,good,0.8670584858707414,0.1292320755008053,0.0037094386284532,0.7534174017972939,0.1915400112202234,1.206280637284836e-05,0.9676198363304138,0.0322028584778308,0.0001772384275682,,,0.6655260785440469,0.4390468170814515,0.5618773905770704,0.935416977852583
butv116_00314,314,513,test,good,original_but,0,0,good,good,good,0.8746529483311065,0.121521497765328,0.0038255539035653,0.7700360357345312,0.1763410150444869,1.2143130888501349e-05,0.9768573045730592,0.0228394474834203,0.0003032915992662,,,0.6595491733475708,0.3661742762321914,0.5936950206900442,0.9540178570896389
butv116_00324,324,524,test,good,original_but,0,0,good,good,good,0.8870349992605657,0.1088462797462761,0.0041187209931579,0.8139364033978669,0.1415281685600212,1.2623585336194717e-05,0.8760800361633301,0.1235038489103317,0.0004161661199759,,,0.6878259753876503,0.2947288820918767,0.6724082348378457,0.7525761872529984
butv116_00327,327,528,test,good,original_but,0,0,good,good,good,0.910781848207349,0.0856477993925128,0.003570352400138,0.8402668692396844,0.1400044887314829,9.8907143721415e-06,0.970925748348236,0.0288715939968824,0.000202626310056,,,0.6781619044280532,0.215047735084119,0.7002623805082016,0.9420541543513535
butv116_00338,338,540,test,good,original_but,0,0,good,good,good,0.8606957591679937,0.1350363430491397,0.0042678977828665,0.7432048395105181,0.192079945373909,7.245460621213808e-06,0.9330208897590636,0.0667159557342529,0.0002632096293382,,,0.6826160006108476,0.2742707990489119,0.5511248941366091,0.8663049340248107
butv116_00340,340,542,test,good,original_but,0,0,good,good,good,0.8952718014557215,0.1009039967217565,0.0038242018225218,0.8507969785406001,0.1424433670781618,5.62459910884158e-06,0.9590111970901488,0.0408153645694255,0.0001733977987896,,,0.707819417796502,0.3594663592264063,0.7083536114624382,0.9181958325207233
butv116_00365,365,575,test,good,original_but,0,0,good,good,good,0.9173800875307364,0.079417396065153,0.0032025164041108,0.8372221861333886,0.146875422488448,1.240784535157361e-05,0.9610567688941956,0.0386809855699539,0.0002622302272357,,,0.6907497727078881,0.3068174747934623,0.6903467636449406,0.9223757833242416
butv116_00391,391,613,test,good,original_but,0,0,good,good,good,0.919524768679116,0.0770206721980193,0.0034545591228645,0.8743141093512704,0.1150491897183378,1.285719336453317e-05,0.9548211693763732,0.044989887624979,0.0001889466075226,,,0.6978032825845848,0.273577870721833,0.7592649196329326,0.9098312817513942
butv116_00404,404,629,test,good,original_but,0,0,good,good,good,0.882216614084505,0.1136816922961007,0.0041016936193942,0.7837376725725466,0.169055135633485,8.068321260945992e-06,0.9707710146903992,0.0290188081562519,0.0002101182908518,,,0.6924273007298999,0.3275136527818092,0.6146825369390616,0.9417522065341473
butv116_00411,411,638,test,good,original_but,0,0,good,good,good,0.8095351306093894,0.1850305381085593,0.0054343312820514,0.6991595337701847,0.1877362925783431,1.2044985171326267e-05,0.9772219657897948,0.0225122943520545,0.0002656944561749,,,0.6810058729672024,0.2280546339842359,0.5114232411918416,0.9547096714377403
butv116_00441,441,681,test,good,original_but,0,0,good,good,good,0.9447095862598852,0.0524665007246657,0.0028239130154487,0.920780311679231,0.0807281707304606,3.4436458849884534e-05,0.9909152388572692,0.0089496383443474,0.0001351255632471,,,0.7320595826870363,0.4043393740740705,0.8400521409487705,0.9819656005129218
butv116_00450,450,694,test,good,original_but,0,0,good,good,good,0.8975472068605312,0.0998306967140381,0.0026220964254304,0.8650281942505532,0.1229425024997384,6.18659317683406e-05,0.9928251504898072,0.0070397444069385,0.0001351586834061,,,0.7275147941004385,0.6346469222084543,0.7420856917508148,0.9857854060828687
butv116_00451,451,695,test,good,original_but,0,0,good,good,good,0.8991052862997609,0.0974255187674536,0.0034691949327854,0.8261079756295984,0.1607430123554727,8.237106490399675e-06,0.9934614896774292,0.0064078005962073,0.0001307318307226,,,0.7297392260128728,0.4580005899097286,0.6653649632741256,0.9870536890812219
butv116_00455,455,701,test,good,original_but,0,0,good,good,good,0.919185088671491,0.0777911763790422,0.0030237349494669,0.8658214935846664,0.1326664004277845,1.6574292995692596e-05,0.9958567023277284,0.0039898897521197,0.0001533591857878,,,0.7153508404951905,0.5321527112097244,0.733155093156882,0.9918668125756087
butv116_00456,456,703,test,good,original_but,0,0,good,good,good,0.8651624403527796,0.1316506230079592,0.0031869366392609,0.7962173464432456,0.1680086874824822,2.909793170101837e-05,0.9918742775917052,0.0079863062128424,0.0001394007267663,,,0.7273749557664307,0.597210556752384,0.6282086589607634,0.9838879713788629
butv116_00464,464,712,test,good,original_but,0,0,good,good,good,0.9108061954507338,0.0859779169607185,0.0032158875885476,0.849021858077023,0.1430465608870333,1.3066693095072485e-05,0.9918123483657836,0.0080743730068206,0.000113227572001,,,0.7311713562483404,0.5401904030087348,0.7059752971899897,0.983737975358963
butv116_00468,468,717,test,good,original_but,0,0,good,good,good,0.9330235368182296,0.0639877555028575,0.0029887076789131,0.9096791664328564,0.0932268366847792,2.9995589171841136e-05,0.994045078754425,0.0057906317524611,0.000164336815942,,,0.7120666945872726,0.5434161558223237,0.8164523297480772,0.988254447001964
butv116_00508,508,770,test,good,original_but,0,0,good,good,good,0.9152821566555348,0.0818518663708787,0.0028659769735865,0.8674351116541086,0.1250262741030103,3.153939959693923e-05,0.9920713305473328,0.0078231990337371,0.0001054422027664,,,0.7119665830757991,0.6053311856903996,0.7424088375510983,0.9842481315135957
butv116_00513,513,778,test,good,original_but,0,0,good,good,good,0.914563584476362,0.0824896169134453,0.0029467986101929,0.8571260347002098,0.1373564929021415,2.045503992674041e-05,0.9901780486106871,0.0096591683104634,0.0001627822930458,,,0.7270355238230267,0.430961689319993,0.7197695417980683,0.9805188803002237
butv116_00518,518,783,test,good,original_but,0,0,good,good,good,0.838194310287823,0.1580431364190264,0.0037625532931505,0.7443571813659674,0.1919184830291742,1.9801843603167867e-05,0.9901751279830932,0.009676020592451,0.0001488264097133,,,0.6978423167525288,0.6081195114221923,0.5524386983367933,0.9804991073906422
butv116_00521,521,787,test,good,original_but,0,0,good,good,good,0.8628134753469909,0.1335595746862003,0.0036269499668086,0.7793843037604425,0.1706227339432808,1.9019070945589286e-05,0.992238461971283,0.0075959670357406,0.0001655678643146,,,0.7169730353109354,0.5050285508186748,0.6087615698171618,0.9846424949355423
butv116_00536,536,868,test,good,original_but,0,0,medium,good,good,0.3872731060633808,0.6113306204522592,0.0013962734843598,0.6468025381007442,0.3952401360486476,0.0048448731570093,0.5907994508743286,0.4088549613952636,0.0003455667756497,,,0.5532839952203743,2.071420816971845,0.25156240205209657,0.181944489479065
butv116_00547,547,892,test,good,original_but,0,0,good,good,good,0.6327370930203754,0.3638101435469035,0.003452763432721,0.6364521815769317,0.2949127684833512,0.0001719457416185,0.9805561900138856,0.0190913192927837,0.0003525677020661,,,0.7072521518873852,0.8840592134961243,0.34153941309358055,0.9614648707211019
butv116_00568,568,921,test,good,original_but,0,0,good,good,good,0.8972230429253178,0.099638373161727,0.003138583912955,0.8318392325639968,0.13360727516716,3.985676020753391e-05,0.9908706545829772,0.0089808134362101,0.0001484852255089,,,0.6963280457584242,0.5354146619154173,0.6982319573968369,0.9818898411467671
butv116_00596,596,1012,test,good,original_but,0,0,good,good,good,0.8610204217281325,0.1343989080920307,0.0045806701798365,0.8321267885054257,0.1142813457531564,2.176697507840322e-05,0.995413899421692,0.004433446098119,0.0001526272681076,,,0.6979553620705682,0.2404345198161675,0.7178454427522692,0.990980453323573
butv116_00605,605,1041,test,good,original_but,0,0,good,good,good,0.822790767287604,0.1723820717442331,0.0048271609681626,0.7475967131626483,0.1676368017671704,1.168248449118088e-05,0.9938955903053284,0.0059289042837917,0.0001754725672071,,,0.6985093821419074,0.2634025776573591,0.5799599113954779,0.9879666860215367
butv116_00608,608,1044,test,good,original_but,0,0,good,good,good,0.9202482492653948,0.0763395907914401,0.0034121599431651,0.9110387385641734,0.0897548308951362,1.4403226740077906e-05,0.9967573285102844,0.0030540660955011,0.0001885883975774,,,0.7238165665035827,0.2986164844558452,0.8212839076690372,0.9937032624147834
butv116_00609,609,1045,test,good,original_but,0,0,good,good,good,0.8998416408178712,0.0973881735668493,0.0027701856152795,0.8135993698164624,0.1809847781636832,1.1359735894611984e-05,0.9934186935424804,0.0064059291034936,0.0001754044060362,,,0.6729078900409434,0.5724002622979553,0.6326145916527792,0.9870127644389868
butv116_00612,612,1050,test,good,original_but,0,0,good,good,good,0.5755768356339745,0.4212113770629056,0.0032117873031197,0.5808684739174377,0.3486109815243018,7.715471126967705e-05,0.9890061616897584,0.0108526432886719,0.0001411056291544,,,0.6834580609365469,0.7612851861304598,0.23225749239313587,0.9781535184010866
butv116_00618,618,1058,test,good,original_but,0,0,good,good,good,0.9122785811657544,0.0845128213000563,0.0032085975341894,0.8804483091896531,0.1203555787902551,1.3420296849242e-05,0.9980272650718688,0.0018464236054569,0.0001261756842723,,,0.7383343402036142,0.2485924709707176,0.7600927303993981,0.9961808414664118
butv116_00626,626,1069,test,good,original_but,0,0,good,good,good,0.8911603034125879,0.1048756903970384,0.0039640061903736,0.851304165221158,0.1251489250239625,1.0583435908452604e-05,0.9944579601287842,0.0053960080258548,0.0001460401108488,,,0.6862877906579452,0.2447522006640213,0.7261552401971956,0.9890619521029294
butv116_00628,628,1073,test,good,original_but,0,0,good,good,good,0.9050726448801916,0.0915012816911464,0.0034260734286619,0.8620781027595836,0.1314647486921703,8.899498178590063e-06,0.995148241519928,0.0046725603751838,0.0001791931281331,,,0.683384588222484,0.3157432706858054,0.7306133540674133,0.9904756811447442
butv116_00673,673,1140,test,good,original_but,0,0,good,good,good,0.8283774500560238,0.1679551072236339,0.0036674427203422,0.7436501035545411,0.199799072193047,1.180657851859028e-05,0.9979567527770996,0.0019194602500647,0.000123712568893,,,0.7236171036052355,0.260609819869562,0.5438510313614942,0.9960372925270349
butv116_00696,696,1175,test,good,original_but,0,0,good,good,good,0.8897131716600465,0.106380180339292,0.0039066480006613,0.8385398064341063,0.12405211607244,2.0216505931392596e-05,0.9925647974014282,0.0072674434632062,0.000167836114997,,,0.6772281933350066,0.3093648176768431,0.7144876903616663,0.985297353938222
butv116_00699,699,1178,test,good,original_but,0,0,good,good,good,0.9119901929710188,0.0844415166211963,0.003568290407785,0.9045610166190866,0.102175775535987,9.74024249767847e-06,0.9940861463546752,0.0057306964881718,0.0001830527471611,,,0.6882935379699429,0.2183482256730245,0.8023852410830996,0.9883554498665034
butv116_00734,734,1236,test,good,original_but,0,0,good,good,good,0.9267366678068796,0.0700967707180754,0.0031665614750445,0.884975513105413,0.1139153864719504,1.679905193105722e-05,0.9947492480278016,0.0050942180678248,0.0001564964477438,,,0.7070716866810035,0.313738292085115,0.7710601266334626,0.9896550299599768
butv116_00771,771,1281,test,good,original_but,0,0,good,good,good,0.9006388009827153,0.0954279285413825,0.0039332704759022,0.8461098604158248,0.1211784661920773,1.7355527048988954e-05,0.995322048664093,0.0044618174433708,0.0002162321179639,,,0.6704967447170177,0.3491926437270312,0.7249313942237475,0.9908602312207222
butv116_00779,779,1293,test,good,original_but,0,0,good,good,good,0.9449721965007868,0.0517704973946286,0.0032573061045846,0.922830717154564,0.0782903949373377,2.270746641628877e-05,0.9951769113540648,0.0046339887194335,0.0001891116262413,,,0.6768788167413304,0.272977540387504,0.8445403222172263,0.9905429226346313
butv116_00801,801,1329,test,good,original_but,0,0,good,good,good,0.8455521976862684,0.149822205707423,0.0046255966063086,0.7632888702770074,0.158056427220174,1.7027954310440765e-05,0.9880317449569702,0.0118203824386,0.0001478556368965,,,0.6721359419938395,0.3849026347756268,0.6052324430568334,0.9762113625183703
butv116_00817,817,1357,test,good,original_but,0,0,good,good,good,0.908261307973126,0.0876033750601734,0.0041353169667003,0.9339192034151914,0.0750339430345759,9.112784482125106e-06,0.9977086782455444,0.0021302958484739,0.000160997515195,,,0.686014520786162,0.2719052164872869,0.8588852603806155,0.9955783823970705
butv116_00819,819,1359,test,good,original_but,0,0,good,good,good,0.9268520965289432,0.0693183265084058,0.0038295769626508,0.923402931066691,0.0759041193073545,1.3374564661448962e-05,0.9931344985961914,0.0067124729976058,0.0001529609726276,,,0.7191671375372921,0.249963272519048,0.8474988117593365,0.9864220255985856
butv116_00820,820,1360,test,good,original_but,0,0,good,good,good,0.5356196706737418,0.4639029372160549,0.0004773921102032,0.7314170865149031,0.1929347347931875,0.0003321362651674,0.5319519639015198,0.467920571565628,0.0001274513633688,,,1.2731378216050395,1.817047828699913,0.5384823517217157,0.06403139233589178
butv116_00843,843,1394,test,good,original_but,0,0,good,good,good,0.9258114408321144,0.070628738234722,0.0035598209331639,0.9600686995194306,0.0576960614679407,1.5257694482603693e-05,0.9974830746650696,0.0023725545033812,0.0001443487271899,,,0.7026387060408881,0.3993392038034882,0.9023726380514899,0.9951105201616883
butv116_00844,844,1396,test,good,original_but,0,0,good,good,good,0.9082971499861916,0.0878167668251406,0.0038860831886679,0.9595330460482367,0.0597644712244272,1.0373018899401492e-05,0.9967572093009948,0.0031097389291971,0.0001330809755017,,,0.7235134163723403,0.194802174714633,0.8997685748238096,0.9936474703717977
butv116_00866,866,1423,test,good,original_but,0,0,good,good,good,0.9341050456127338,0.0624195472165094,0.0034754071707566,0.922293399586855,0.0838616318251152,1.593077643265164e-05,0.996412456035614,0.0034361099824309,0.0001514726318418,,,0.7018877160304335,0.3476503675885384,0.8384317677617398,0.9929763460531831
butv116_00902,902,1472,test,good,original_but,0,0,medium,good,good,0.435989789155929,0.5592351268753454,0.0047750839687254,0.6470210228735325,0.3635152517190321,0.0197359405826895,0.9743731021881104,0.0252673309296369,0.0003596229653339,,,0.6337468588080283,1.3208190876672707,0.2835057711545004,0.9491057712584734
butv116_00921,921,1499,test,good,original_but,0,0,good,good,good,0.9330096238934572,0.0636763554150211,0.0033140206915216,0.936859793150918,0.0774452500133267,1.1367306931960072e-05,0.9972315430641174,0.0026531738694757,0.0001153475168393,,,0.7246798913569558,0.3302175512428519,0.8594145431375914,0.9945783691946417
butv116_00926,926,1504,test,good,original_but,0,0,good,good,good,0.93954364723256,0.0582269959597955,0.0022293568076447,0.8879599972968474,0.1258752769822521,5.329482673283901e-05,0.9926902651786804,0.0071445545181632,0.0001651596248848,,,0.6876307835041289,0.7763579189896331,0.7620847203145953,0.9855457106605172
butv116_00928,928,1506,test,good,original_but,0,0,good,good,good,0.9370326249710592,0.0593802386875701,0.0035871363413705,0.9190144726729734,0.0807265514138314,2.077264471486853e-05,0.9977425336837769,0.0021153131965547,0.0001421012857463,,,0.7129158332516091,0.3389972224214667,0.8382879212591421,0.9956272204872222
butv116_00930,930,1508,test,good,original_but,0,0,good,good,good,0.9173555557863952,0.0793480716935872,0.0032963725200173,0.9646864365126192,0.0629648255724047,1.2800300778113758e-05,0.997891128063202,0.0019241687841713,0.0001847836974775,,,0.7284400007229755,0.3976213079637103,0.9017216109402145,0.9959669592790307
butv116_00938,938,1522,test,good,original_but,0,0,good,good,good,0.892312870496361,0.1054190390855157,0.0022680904181232,0.8323345585712458,0.1638147490881461,7.695708400406488e-05,0.9951606392860411,0.0047096591442823,0.0001297211274504,,,0.6600116882766646,0.8416521754401575,0.6685198094830997,0.9904509801417588
butv116_00945,945,1531,test,good,original_but,0,0,good,good,good,0.9391003377912074,0.0574185609989689,0.0034811012098237,0.903613744435251,0.089024463836286,1.9688841095476933e-05,0.9951323866844176,0.0047353222034871,0.0001323122269241,,,0.6958787606042455,0.3314914750373227,0.814589280598965,0.9903970644809306
butv116_00946,946,1532,test,good,original_but,0,0,good,good,good,0.5378952789411897,0.4541237642079914,0.0079809568508189,0.7051566352318603,0.2606657068213504,0.0090823309951301,0.9301817417144777,0.0692605450749397,0.0005576381227001,,,0.7010013516746973,1.2534009936751729,0.44449092841050997,0.8609211966395379
butv116_00950,950,1539,test,good,original_but,0,0,medium,good,good,0.317037688136189,0.6777032748119469,0.0052590370518642,0.6133856193062838,0.3959639082539158,0.0399433665100315,0.966073989868164,0.0337097905576229,0.0002162074233638,,,0.6907359809315133,1.4115754956725508,0.21742171105236796,0.932364199310541
butv116_00957,957,1546,test,good,original_but,0,0,medium,medium,medium,0.3775500105682063,0.6220301936034445,0.0004197958283493,0.5418135557494329,0.5491701743782271,0.0011478790809796,0.2107349634170532,0.7890031337738037,0.0002619039732962,,,0.4554147573007016,2.2786900884920462,-0.00735661862879422,-0.5782681703567505
butv116_00962,962,1554,test,good,original_but,0,0,medium,good,good,0.3679154201845607,0.6313614692592249,0.0007231105562143,0.5702227174187601,0.5224541558958657,0.0010731399842258,0.7520565986633301,0.2472345679998397,0.0007087815320119,,,0.4864838990175802,2.2322090633098397,0.047768561522894326,0.5048220306634904
butv116_00963,963,1555,test,good,original_but,0,0,medium,good,good,0.4779165394238754,0.5182063251552964,0.0038771354208279,0.548105047663297,0.4289403631388546,0.0011944751373193,0.9886555671691896,0.0111525347456336,0.0001918517082231,,,0.6938614320911811,1.255153513677889,0.11916468452444245,0.977503032423556
butv116_00972,972,1571,test,good,original_but,0,0,good,good,good,0.9253046702540884,0.0714343607645261,0.0032609689813852,0.9105924104602858,0.1013008787301769,7.892883004204306e-06,0.9969210624694824,0.002942302962765,0.0001367130462313,,,0.7231239739603714,0.4208819978400393,0.8092915317301089,0.9939787595067174
butv116_00988,988,1600,test,good,original_but,0,0,good,good,good,0.8262202240213847,0.1702891320236425,0.0034906439549726,0.7406869905284514,0.2020760478583351,1.7444309800162782e-05,0.9937445521354676,0.006110711954534,0.0001447299437131,,,0.7131110704089603,0.5574891671559281,0.5386109426701163,0.9876338401809336
butv116_00989,989,1601,test,good,original_but,0,0,good,good,good,0.7720053631648507,0.2247295071238276,0.0032651297113217,0.7036788710890576,0.2351351343105726,2.944154755702992e-05,0.9945068955421448,0.005378401838243,0.0001145902278949,,,0.7125588213189766,0.6923658557636108,0.468543736778485,0.9891284937039018
butv116_00990,990,1602,test,good,original_but,0,0,good,good,good,0.701158487206768,0.2967062636950832,0.0021352490981487,0.6760987266947988,0.3266077012578355,7.308173164798108e-05,0.96187424659729,0.0375960618257522,0.0005297057796269,,,0.8504881405449042,0.5765733566717599,0.34949102543696325,0.9242781847715378
butv116_00995,995,1607,test,good,original_but,0,0,good,good,good,0.9111626944189554,0.085465527948646,0.0033717776323985,0.8739536926906603,0.1264757525649266,9.840946505217968e-06,0.9942617416381836,0.0055100698955357,0.0002281985944136,,,0.7077240863127472,0.2775151128805708,0.7474779401257337,0.9887516717426479
butv116_01000,1000,1617,test,good,original_but,0,0,medium,good,good,0.3980820153802167,0.5985467195811864,0.003371265038597,0.5703698691953403,0.3817382053538136,0.0028035790254745,0.9790663123130798,0.0206975787878036,0.0002360797661822,,,0.6212438756556389,1.1335539713385288,0.1886316638415267,0.9583687335252762
butv116_01008,1008,1628,test,good,original_but,0,0,good,good,good,0.8882185024155166,0.108864870448217,0.0029166271362663,0.8117628038392994,0.1668333895712146,1.818203202167616e-05,0.9832826852798462,0.0165340397506952,0.0001832406851463,,,0.7159533081288308,0.5298542816218944,0.6449294142680848,0.966748645529151
butv116_01010,1010,1630,test,good,original_but,0,0,medium,medium,good,0.214012203777357,0.7841467478807254,0.0018410483419175,0.4882439369399162,0.5313369717070503,0.0123221730494504,0.9719765782356262,0.0278184358030557,0.0002049685426754,,,0.6156966694286495,1.641709476360366,-0.04309303476713411,0.9441581424325706
butv116_01016,1016,1638,test,good,original_but,0,0,good,good,good,0.6091292244301424,0.3869537178631468,0.0039170577067108,0.6577643066722839,0.244837682174851,0.0001400212777513,0.9684929847717284,0.0313300192356109,0.0001770284143276,,,0.6719623825765593,0.909565285480784,0.4129266244974329,0.9371629655361176
