record_id,y,quality_record,candidate_type,is_augmented,panel,group,PC1,PC2,noise_type
r00109,1,acceptable,original_seta,0,ours,original acceptable,-4.1311387345282,1.8644387209495357,
r00110,1,acceptable,original_seta,0,ours,original acceptable,-3.064645227183733,2.3333806623266145,
r00111,1,acceptable,original_seta,0,ours,original acceptable,-3.696906765506986,1.7293755601311582,
r00112,-1,unacceptable,original_seta,0,ours,original unacceptable,0.5199568923053454,-4.627350021522501,
r00113,1,acceptable,original_seta,0,ours,original acceptable,-3.086214038142995,1.3446450414778446,
r00114,1,acceptable,original_seta,0,ours,original acceptable,-3.6532101870759024,2.4990384790965012,
r00115,1,acceptable,original_seta,0,ours,original acceptable,-3.322310923919891,2.4666371838728045,
r00116,-1,unacceptable,original_seta,0,ours,original unacceptable,-3.914335761874335,2.45167453260036,
r00117,-1,unacceptable,original_seta,0,ours,original unacceptable,-0.21745953811369595,-4.741113170332141,
r00118,1,acceptable,original_seta,0,ours,original acceptable,-3.019373050488639,2.2426728352782392,
r00119,1,acceptable,original_seta,0,ours,original acceptable,-3.0630601713285213,1.7416593154462738,
r00120,1,acceptable,original_seta,0,ours,original acceptable,-3.7427847642371543,2.5878087304509947,
r00121,1,acceptable,original_seta,0,ours,original acceptable,-2.319178291786935,2.5694924789893214,
r00122,1,acceptable,original_seta,0,ours,original acceptable,-2.465288538908096,0.9199473441738439,
r00123,1,acceptable,original_seta,0,ours,original acceptable,-2.1102919004811724,-2.8372376047856105,
r00124,1,acceptable,original_seta,0,ours,original acceptable,-0.656588345115789,-4.807817964481591,
r00125,1,acceptable,original_seta,0,ours,original acceptable,-3.2494589652836363,0.7356726045060167,
r00126,1,acceptable,original_seta,0,ours,original acceptable,-0.4682466430509709,-5.158387809525918,
r00127,1,acceptable,original_seta,0,ours,original acceptable,-3.7483341195872337,2.6945956106650115,
r00128,-1,unacceptable,original_seta,0,ours,original unacceptable,-0.8624466048227946,-4.9000660827269495,
r00129,1,acceptable,original_seta,0,ours,original acceptable,-4.149357547763163,2.3762309832252777,
r00130,-1,unacceptable,original_seta,0,ours,original unacceptable,-0.7465774531720311,-5.041455939821144,
r00131,-1,unacceptable,original_seta,0,ours,original unacceptable,20.599467681124842,0.5833168737852866,
r00132,1,acceptable,original_seta,0,ours,original acceptable,-3.2522916626122953,2.1871245229838188,
r00133,1,acceptable,original_seta,0,ours,original acceptable,-3.457081855158104,2.447891852913527,
r00134,1,acceptable,original_seta,0,ours,original acceptable,-2.378443900411918,-1.4814792914682857,
r00135,1,acceptable,original_seta,0,ours,original acceptable,-2.7304139508640315,1.7535878160137899,
r00136,1,acceptable,original_seta,0,ours,original acceptable,-0.7943734073974698,-4.902090947504397,
r00137,-1,unacceptable,original_seta,0,ours,original unacceptable,-0.6559407874965295,-4.792089855849486,
r00138,1,acceptable,original_seta,0,ours,original acceptable,-2.853534063645945,2.42748907824704,
r00139,1,acceptable,original_seta,0,ours,original acceptable,-3.443276809902128,2.1788430366658234,
r00140,1,acceptable,original_seta,0,ours,original acceptable,-3.4644252286806343,0.5382033046685892,
r00141,1,acceptable,original_seta,0,ours,original acceptable,-3.46919394683516,2.4966511167693204,
r00142,1,acceptable,original_seta,0,ours,original acceptable,-0.5401030764187437,-4.743700697741403,
r00143,1,acceptable,original_seta,0,ours,original acceptable,-0.9861367880512127,-3.1603601688233374,
r00144,1,acceptable,original_seta,0,ours,original acceptable,-3.93021835276278,2.3451333739996127,
r00145,-1,unacceptable,original_seta,0,ours,original unacceptable,20.599467681124842,0.5833168737852866,
r00146,1,acceptable,original_seta,0,ours,original acceptable,-3.1291783177883015,2.5660041733421353,
r00147,1,acceptable,original_seta,0,ours,original acceptable,-3.195566377612755,2.329687706278346,
r00148,1,acceptable,original_seta,0,ours,original acceptable,-1.9397402539327393,-1.6986592303658343,
r00149,-1,unacceptable,original_seta,0,ours,original unacceptable,2.3438084402658217,-4.324293963340158,
r00150,-1,unacceptable,original_seta,0,ours,original unacceptable,20.599467681124842,0.5833168737852866,
r00151,1,acceptable,original_seta,0,ours,original acceptable,-1.4903131762594373,-4.394604422772899,
r00152,1,acceptable,original_seta,0,ours,original acceptable,-3.4033469888143077,2.3903435026085016,
r00153,1,acceptable,original_seta,0,ours,original acceptable,-2.9549501198796055,2.268976844093867,
r00154,-1,unacceptable,original_seta,0,ours,original unacceptable,-1.843949156693684,-3.0918864397615082,
r00155,1,acceptable,original_seta,0,ours,original acceptable,-3.9140483122618055,2.5063145892296195,
r00156,1,acceptable,original_seta,0,ours,original acceptable,-4.10023743885082,2.55379827938216,
r00157,1,acceptable,original_seta,0,ours,original acceptable,-2.5048611562087943,2.476850766876966,
r00158,1,acceptable,original_seta,0,ours,original acceptable,-3.372048004124372,2.559144241534622,
r00159,1,acceptable,original_seta,0,ours,original acceptable,-0.32444863918952604,-4.9445407937586845,
r00160,1,acceptable,original_seta,0,ours,original acceptable,-3.6935309311186333,2.228065105180281,
r00161,-1,unacceptable,original_seta,0,ours,original unacceptable,0.14574859683007674,-4.5851701055499685,
r00162,1,acceptable,original_seta,0,ours,original acceptable,-3.1275029101831575,1.310537945601453,
r00163,-1,unacceptable,original_seta,0,ours,original unacceptable,20.599467681124842,0.5833168737852866,
r00164,1,acceptable,original_seta,0,ours,original acceptable,-3.121666152756616,-0.1370320303827538,
r00165,1,acceptable,original_seta,0,ours,original acceptable,-3.903160617398625,2.4511036106693633,
r00166,-1,unacceptable,original_seta,0,ours,original unacceptable,14.06408195695847,-1.680438272790245,
r00167,-1,unacceptable,original_seta,0,ours,original unacceptable,-1.443938896474249,-4.911605785020551,
r00168,1,acceptable,original_seta,0,ours,original acceptable,-3.7094815330471436,2.6714188053482295,
r00169,1,acceptable,original_seta,0,ours,original acceptable,-3.5674040365170434,2.5264088387859602,
r00170,-1,unacceptable,original_seta,0,ours,original unacceptable,-2.5439951213551346,1.1151657296196185,
r00171,1,acceptable,original_seta,0,ours,original acceptable,-3.675836079385484,1.9285111720215624,
r00172,-1,unacceptable,original_seta,0,ours,original unacceptable,-2.0578625520338134,-2.0448297455566067,
r00173,1,acceptable,original_seta,0,ours,original acceptable,-3.972599633019817,2.5008266333007274,
r00174,1,acceptable,original_seta,0,ours,original acceptable,-4.053979098286572,1.0948203678422865,
r00175,1,acceptable,original_seta,0,ours,original acceptable,-1.5674400276961495,-1.559132457899386,
r00176,1,acceptable,original_seta,0,ours,original acceptable,-3.7266464010542126,2.308228296003761,
r00177,1,acceptable,original_seta,0,ours,original acceptable,-2.957522711810586,2.3238848694920575,
r00178,-1,unacceptable,original_seta,0,ours,original unacceptable,-1.0748108769920157,0.6020565139878867,
r00179,1,acceptable,original_seta,0,ours,original acceptable,-1.803729952962579,-4.758370526957146,
r00180,-1,unacceptable,original_seta,0,ours,original unacceptable,0.8844457014798144,-4.656485097884093,
r00181,-1,unacceptable,original_seta,0,ours,original unacceptable,-1.084800520634642,-3.9984850775310905,
r00182,-1,unacceptable,original_seta,0,ours,original unacceptable,-0.36803254234568733,-5.006777957697962,
r00183,1,acceptable,original_seta,0,ours,original acceptable,-3.442221762864069,2.5058682664035654,
r00184,1,acceptable,original_seta,0,ours,original acceptable,-2.817432100361323,2.4418865523278597,
r00185,-1,unacceptable,original_seta,0,ours,original unacceptable,21.010469196036723,0.41520305601793056,
r00186,1,acceptable,original_seta,0,ours,original acceptable,-3.436666386838299,2.5770341440651543,
r00187,-1,unacceptable,original_seta,0,ours,original unacceptable,20.599467681124842,0.5833168737852866,
r00188,1,acceptable,original_seta,0,ours,original acceptable,-2.5773404882471063,2.43754088032622,
r00189,-1,unacceptable,original_seta,0,ours,original unacceptable,2.990912422150364,2.6898824763035414,
r00190,1,acceptable,original_seta,0,ours,original acceptable,-0.6725771896507565,-4.919284090390165,
r00191,1,acceptable,original_seta,0,ours,original acceptable,-2.7131985294074537,2.16229446661508,
r00192,1,acceptable,original_seta,0,ours,original acceptable,-1.2752925405941689,-3.983779998560813,
r00193,1,acceptable,original_seta,0,ours,original acceptable,-3.414167228878887,2.2140723489852263,
r00194,1,acceptable,original_seta,0,ours,original acceptable,-3.419353508466745,1.8137772949266509,
r00195,-1,unacceptable,original_seta,0,ours,original unacceptable,14.295883220436544,-1.826037322944654,
r00196,-1,unacceptable,original_seta,0,ours,original unacceptable,-1.8458620388540563,0.985836186952607,
r00197,1,acceptable,original_seta,0,ours,original acceptable,-3.5350739408781116,2.363399783444125,
r00198,-1,unacceptable,original_seta,0,ours,original unacceptable,20.599467681124842,0.5833168737852866,
r00199,1,acceptable,original_seta,0,ours,original acceptable,-3.480640871353146,0.6977053051046133,
r00200,1,acceptable,original_seta,0,ours,original acceptable,-1.5202881189741424,-4.883597251958917,
r00201,1,acceptable,original_seta,0,ours,original acceptable,-0.9451640104092782,-3.7516937718781995,
r00202,1,acceptable,original_seta,0,ours,original acceptable,-3.7824797284747347,2.3643729867925978,
r00203,1,acceptable,original_seta,0,ours,original acceptable,-3.7852185732443697,2.442169846909858,
r00204,1,acceptable,original_seta,0,ours,original acceptable,-2.253221219291954,-0.8038014341903328,
r00205,1,acceptable,original_seta,0,ours,original acceptable,-1.7462787997122824,-3.8342964852690002,
r00206,-1,unacceptable,original_seta,0,ours,original unacceptable,-0.7252784005733497,-4.4796216815642325,
r00207,-1,unacceptable,original_seta,0,ours,original unacceptable,5.162430201380823,0.30226062306652257,
r00208,1,acceptable,original_seta,0,ours,original acceptable,-3.2739309703852104,2.0676592273479746,
r00209,1,acceptable,original_seta,0,ours,original acceptable,-4.087035911578081,2.358371104476337,
r00210,1,acceptable,original_seta,0,ours,original acceptable,-1.5639870208042526,-2.0583114854646167,
r00211,1,acceptable,original_seta,0,ours,original acceptable,-2.8582928804941874,1.8514815567351712,
r00212,-1,unacceptable,original_seta,0,ours,original unacceptable,-1.9104016442812546,-0.181836546245083,
r00213,1,acceptable,original_seta,0,ours,original acceptable,-2.8370885039266955,1.4425560925890082,
r00214,1,acceptable,original_seta,0,ours,original acceptable,-3.044323251214403,2.112849274264488,
r00215,-1,unacceptable,original_seta,0,ours,original unacceptable,10.665510991431372,-3.9124128268884157,
r00216,1,acceptable,original_seta,0,ours,original acceptable,-2.59421765929326,-0.8814865460324034,
r00217,1,acceptable,original_seta,0,ours,original acceptable,-3.8376253892820538,2.4517866271451827,
r00218,1,acceptable,original_seta,0,ours,original acceptable,-0.11532301662924474,-4.842249021110763,
r00219,-1,unacceptable,original_seta,0,ours,original unacceptable,-2.1290447835944355,-3.3537030010729096,
r00220,-1,unacceptable,original_seta,0,ours,original unacceptable,-1.636262745297146,-3.7739016222363735,
r00221,1,acceptable,original_seta,0,ours,original acceptable,-4.049856523581234,2.31368457940609,
r00222,1,acceptable,original_seta,0,ours,original acceptable,-3.9363952430518006,2.457017516842518,
r00223,1,acceptable,original_seta,0,ours,original acceptable,0.024655347081424858,-4.831276530438171,
r00224,1,acceptable,original_seta,0,ours,original acceptable,-1.9087606340308945,-3.303320211452799,
r00225,1,acceptable,original_seta,0,ours,original acceptable,-3.5417728773620643,2.4849349239238605,
r00226,-1,unacceptable,original_seta,0,ours,original unacceptable,-1.907273208623121,-4.076618541686316,
r00227,-1,unacceptable,original_seta,0,ours,original unacceptable,10.665510991431372,-3.9124128268884157,
r00228,1,acceptable,original_seta,0,ours,original acceptable,-3.731483333807644,2.4489694386969583,
r00229,1,acceptable,original_seta,0,ours,original acceptable,-3.8689733598049787,0.13921659328453037,
r00230,1,acceptable,original_seta,0,ours,original acceptable,-0.5742116620273244,-4.894980103746759,
r00231,1,acceptable,original_seta,0,ours,original acceptable,-3.5697330481114187,2.5582413799750325,
r00232,-1,unacceptable,original_seta,0,ours,original unacceptable,-1.3284184685701579,-3.4358966646710525,
r00233,-1,unacceptable,original_seta,0,ours,original unacceptable,-3.0323069628439594,1.4096030680101101,
r00234,1,acceptable,original_seta,0,ours,original acceptable,-4.036990112451932,2.383672509326416,
r00235,1,acceptable,original_seta,0,ours,original acceptable,-3.2813709777902935,2.6718266477195245,
r00236,1,acceptable,original_seta,0,ours,original acceptable,-3.900306965870224,2.5960770669511755,
r00237,-1,unacceptable,original_seta,0,ours,original unacceptable,0.6964208271594086,-4.879014560507162,
r00238,1,acceptable,original_seta,0,ours,original acceptable,-4.088599739181226,2.5591605207189954,
r00239,1,acceptable,original_seta,0,ours,original acceptable,-1.0420131681940468,-4.9320365983644905,
r00240,-1,unacceptable,original_seta,0,ours,original unacceptable,-0.8650159680164184,-4.853907192075808,
r00241,1,acceptable,original_seta,0,ours,original acceptable,-3.071412620151129,2.3852079979957024,
r00242,1,acceptable,original_seta,0,ours,original acceptable,-3.2885223582112437,2.242957174161181,
r00243,1,acceptable,original_seta,0,ours,original acceptable,-3.589550077228716,2.3642228860618646,
r00244,-1,unacceptable,original_seta,0,ours,original unacceptable,20.599467681124842,0.5833168737852866,
r00245,1,acceptable,original_seta,0,ours,original acceptable,-3.8128477420929263,2.464530950870658,
r00246,1,acceptable,original_seta,0,ours,original acceptable,-3.304704424734871,2.501817838491273,
r00247,-1,unacceptable,original_seta,0,ours,original unacceptable,0.6294198096656397,-5.113466653712242,
r00248,1,acceptable,original_seta,0,ours,original acceptable,-3.6054077707283345,2.206566926790316,
r00249,1,acceptable,original_seta,0,ours,original acceptable,-4.312032523426739,2.524638952723217,
r00250,-1,unacceptable,original_seta,0,ours,original unacceptable,-1.6036957891309127,-3.299056414818987,
r00251,1,acceptable,original_seta,0,ours,original acceptable,-3.512129437906728,2.4809202658985465,
r00252,1,acceptable,original_seta,0,ours,original acceptable,-0.9925777920341168,-4.909405494656632,
r00253,1,acceptable,original_seta,0,ours,original acceptable,-0.8326673297507585,-4.923564997482758,
r00254,1,acceptable,original_seta,0,ours,original acceptable,-3.123640660563315,2.4985336522974206,
r00255,1,acceptable,original_seta,0,ours,original acceptable,-2.802058488493368,2.6078265305455877,
r00256,1,acceptable,original_seta,0,ours,original acceptable,-2.597384591039107,2.5301884067589833,
r00257,1,acceptable,original_seta,0,ours,original acceptable,-0.3936336131517334,-5.008326441542859,
r00258,-1,unacceptable,original_seta,0,ours,original unacceptable,1.2754927024712137,-4.620723281834053,
r00259,-1,unacceptable,original_seta,0,ours,original unacceptable,1.2113987844367131,-4.7120419375154,
r00260,1,acceptable,original_seta,0,ours,original acceptable,-3.0044632614423814,2.3199393892775526,
r00261,1,acceptable,original_seta,0,ours,original acceptable,-3.9480116307569,2.592032419013314,
r00262,1,acceptable,original_seta,0,ours,original acceptable,-2.4895932834760917,1.3819532732148603,
r00263,1,acceptable,original_seta,0,ours,original acceptable,-2.2628927639420304,-1.316332302182948,
r00264,1,acceptable,original_seta,0,ours,original acceptable,-1.158907561975594,-4.93962433576301,
r00265,-1,unacceptable,original_seta,0,ours,original unacceptable,0.38475221237711493,2.514943495281398,
r00266,1,acceptable,original_seta,0,ours,original acceptable,-2.624286192890105,-1.9553432358952652,
r00267,-1,unacceptable,original_seta,0,ours,original unacceptable,-1.1213098313719876,-3.25657291011511,
r00268,1,acceptable,original_seta,0,ours,original acceptable,-3.533310420568145,2.4128475400252847,
r00269,1,acceptable,original_seta,0,ours,original acceptable,-3.249663741538741,2.3572619068844114,
r00270,1,acceptable,original_seta,0,ours,original acceptable,-3.2964828075782178,1.4667987216081857,
r00271,-1,unacceptable,original_seta,0,ours,original unacceptable,14.494284458905737,-1.7772312962818597,
r00272,1,acceptable,original_seta,0,ours,original acceptable,-1.96549712063955,-2.9580213802507047,
r00273,1,acceptable,original_seta,0,ours,original acceptable,-2.8565330754035525,2.502872651818737,
r00274,1,acceptable,original_seta,0,ours,original acceptable,-3.5139312844519806,2.1261138945614535,
r00275,1,acceptable,original_seta,0,ours,original acceptable,-3.5534170634376534,2.6448144396135014,
r00276,1,acceptable,original_seta,0,ours,original acceptable,-2.75410581131902,1.767642099396735,
r00277,1,acceptable,original_seta,0,ours,original acceptable,-1.6837164952977899,2.229982803318198,
r00278,1,acceptable,original_seta,0,ours,original acceptable,-3.1743725489187393,1.4044734421746252,
r00279,1,acceptable,original_seta,0,ours,original acceptable,-2.1940131366504114,-1.1055703320543364,
r00280,1,acceptable,original_seta,0,ours,original acceptable,-1.7554263787486366,-3.810652915333632,
r00281,1,acceptable,original_seta,0,ours,original acceptable,-1.401391162740089,1.7299948905649623,
r00282,1,acceptable,original_seta,0,ours,original acceptable,-2.3387151802376644,-1.630260138512,
r00283,1,acceptable,original_seta,0,ours,original acceptable,-2.209800039044487,-2.931416029086573,
r00284,1,acceptable,original_seta,0,ours,original acceptable,-3.6004578573430974,2.0451115205991934,
r00285,1,acceptable,original_seta,0,ours,original acceptable,-2.994014113247719,2.5256341461261065,
r00286,1,acceptable,original_seta,0,ours,original acceptable,-3.202062819776283,2.5915298370373154,
r00287,-1,unacceptable,original_seta,0,ours,original unacceptable,-0.2787563044501547,-4.612647639907175,
r00288,-1,unacceptable,original_seta,0,ours,original unacceptable,-1.2847971627256587,-5.083365393643633,
r00289,1,acceptable,original_seta,0,ours,original acceptable,-2.183760003289623,-0.5653073016053185,
r00290,1,acceptable,original_seta,0,ours,original acceptable,-2.027251058678958,0.5849464780055705,
r00291,-1,unacceptable,original_seta,0,ours,original unacceptable,2.02238908987108,-4.784459770480248,
r00292,1,acceptable,original_seta,0,ours,original acceptable,-3.488933670974506,2.4514972758635785,
r00293,1,acceptable,original_seta,0,ours,original acceptable,-4.40687467915897,2.366339035662808,
