record_id,true_class,mlp_gm_margin,conformer_gm_margin,mlp_pred,conformer_pred
butv116_03432,good,0.3649097155955369,0.2311007976531983,good,good
butv116_03433,good,0.6126245396389896,-0.30578017234802246,good,medium
butv116_03439,good,0.4814647336666751,-0.6465638875961304,good,medium
butv116_03461,good,0.6608134131962342,0.920956950634718,good,good
butv116_03475,good,0.7250912824645321,0.9532713778316976,good,good
butv116_03478,good,0.3380236461249982,0.8857520967721938,good,good
butv116_03488,good,0.8046484037030052,0.5592129826545715,good,good
butv116_03489,good,0.5844858959595275,0.8863934576511384,good,good
butv116_03494,good,0.6663266621315695,0.9191672652959826,good,good
butv116_03501,good,0.7573086984192559,0.9759406009688975,good,good
butv116_03502,good,0.6374469702345578,0.9662765525281432,good,good
butv116_03503,good,0.6427291335843727,0.9262220971286296,good,good
butv116_03527,good,0.4959232716320243,0.9047326631844045,good,good
butv116_03542,good,0.5160656837654902,0.7227201014757156,good,good
butv116_03558,good,0.6917254806138723,0.8939426094293594,good,good
butv116_03561,good,0.7502770641772991,0.9803289156407117,good,good
butv116_03568,good,0.8069332520370565,0.9689121562987567,good,good
butv116_03570,good,0.5867836572116163,0.9755955627188087,good,good
butv116_03578,good,0.7970385040978333,0.7607952430844307,good,good
butv116_03617,good,0.8611673630666941,0.9256397671997547,good,good
butv116_03623,good,0.6913903226627157,0.8964043073356153,good,good
butv116_03628,good,0.49937743731317746,0.6599414944648743,good,good
butv116_03653,good,0.7292615554961599,0.970378004014492,good,good
butv116_03658,good,0.838763310105258,0.8889307565987112,good,good
butv116_03659,good,0.8748486091155053,0.9862162950448691,good,good
butv116_03665,good,0.863447014692294,0.8862734511494637,good,good
butv116_03683,good,0.8671482717093097,0.9942791895009578,good,good
butv116_03691,good,0.8422014304214016,0.9908369597978891,good,good
butv116_03702,good,0.8673531108121312,0.9947535169776529,good,good
butv116_03722,good,0.877624803469235,0.9945146560203285,good,good
butv116_03730,good,0.7366137619536943,0.9359986037015915,good,good
butv116_03733,good,0.9137453726895878,0.9966609217226506,good,good
butv116_03734,good,0.7402774943149957,0.8771191574633121,good,good
butv116_03747,good,0.7398233230725735,0.9848044612444937,good,good
butv116_03781,good,0.7196559153678448,-0.6990349292755127,good,medium
butv116_03792,good,-0.3416992938898414,0.915353562682867,medium,good
butv116_03801,good,-0.15027000027866882,0.8740585222840309,medium,good
butv116_03811,good,0.7351784953230485,0.9953475985676052,good,good
butv116_03821,good,-0.23660096300422534,0.8919488862156868,medium,good
butv116_03828,good,0.8943534222949474,0.9972439872799441,good,good
butv116_03834,good,0.8935718402926573,0.9977467736462132,good,good
butv116_03839,good,0.835360473989215,0.9963252281304449,good,good
butv116_03853,good,0.9039106597192822,0.9970926503883675,good,good
butv116_03896,good,0.828742307257941,0.9977836275938899,good,good
butv116_03898,good,0.7842122880704125,0.9957853469531985,good,good
butv116_03912,good,0.9569951265609916,0.9950603893958031,good,good
butv116_03919,good,0.7474536591359305,0.9853604515083134,good,good
butv116_03930,good,0.897177585259328,0.9946621751878412,good,good
butv116_03931,good,0.3019619691169193,0.9917548210360111,good,good
butv116_03943,good,0.7913961020570465,0.9961422238266097,good,good
butv116_03946,good,0.8829302826391814,0.9969110358506442,good,good
butv116_03958,good,0.7452565644132269,0.9862428829073906,good,good
butv116_03963,good,0.836574643336404,0.9981613216805272,good,good
butv116_03982,good,0.8402469466793429,0.9967908443650232,good,good
butv116_03988,good,0.44778463282613257,-0.7284920066595078,good,medium
butv116_03991,good,0.8777224855971031,0.9956761519424617,good,good
butv116_03993,good,0.9003274463658087,0.9957853066734971,good,good
butv116_04014,good,0.9236479826943741,0.9864082811400295,good,good
butv116_04024,good,0.7956630057355695,0.9664470572024584,good,good
butv116_04037,good,0.6589185066049302,0.8219363093376161,good,good
butv116_04040,good,0.8474814771866007,0.9740428384393455,good,good
butv116_04051,good,0.9031007025334059,0.9966365295695142,good,good
butv116_04065,good,0.47041317093675605,0.9865006105974317,good,good
butv116_04068,good,0.4512063080726609,0.9369983337819576,good,good
butv116_04071,good,0.09170161576832461,0.979168148711324,bad,good
butv116_04074,good,0.5122087480209687,0.9857702045701443,good,good
butv116_04095,good,0.3700063639838728,0.9933232644107192,good,good
butv116_04100,good,0.8353166289754337,0.9967013325076552,good,good
butv116_04108,good,0.07593300594254868,0.961745584383607,bad,good
butv116_04131,good,0.1527741780411187,0.9968952935887502,good,good
butv116_04135,good,0.2889449777288374,0.9976687612943351,good,good
butv116_04145,good,-0.08684726819687061,0.9925998307298871,medium,good
butv116_04150,good,-0.009147272308907911,0.9900551275350153,medium,good
butv116_04154,good,0.398653692183708,0.9960055253468453,good,good
butv116_04194,good,0.28103745522447476,0.9970977330813185,good,good
butv116_04207,good,0.1926690387866379,0.5607321113348007,good,good
butv116_04211,good,0.01190966214046163,0.9947687203530222,good,good
butv116_04213,good,-0.7008660442394812,-0.9691515639424325,medium,medium
butv116_04218,good,0.015096599485210804,0.9538676086813211,good,good
butv116_04230,good,-0.1077651730625458,0.7101972699165344,medium,good
butv116_04252,good,0.15853609441636962,0.3975202143192292,good,good
butv116_04264,good,0.11965999115294584,0.9457583483308554,good,good
butv116_04279,good,-0.4979402948255707,-0.8272647932171822,medium,medium
butv116_04285,good,0.4963920464486584,-0.1723448932170868,good,medium
butv116_04289,good,0.3755071719587235,0.6422648578882217,good,good
butv116_04316,good,0.030615796390277505,0.6285175979137421,good,good
butv116_04320,good,-0.2614393232524485,0.39776089787483215,medium,good
butv116_04323,good,-0.07028127732412626,0.9811869589611889,medium,good
butv116_04328,good,0.06653790685529792,0.2359392940998078,good,good
butv116_04336,good,0.07678571089871533,0.9499601554125547,good,good
butv116_04338,good,-0.020612785384297505,0.9755809474736452,medium,good
butv116_04345,good,0.0803652701607302,0.9886425994336606,good,good
butv116_04370,good,-0.1291626788495236,0.9410011619329451,medium,good
butv116_04390,good,-0.06439511713788332,0.7357930839061737,medium,good
butv116_04397,good,-0.08287024821020611,0.8343653157353401,medium,good
butv116_04408,good,-0.5543699054130755,-0.03473114967346197,medium,medium
butv116_04417,good,-0.7049803452614439,0.9308666028082371,medium,good
butv116_04431,good,-0.5837382754536452,0.5793016403913498,medium,good
butv116_04464,good,0.021731645380639875,0.7585324347019196,good,good
butv116_04468,good,0.08687718691862467,0.9661932494491341,good,good
butv116_04473,good,0.08922228532892557,0.9429465085268023,good,good
butv116_04477,good,0.24504767481937295,0.2949278652667999,good,good
butv116_04490,good,0.07966223454735483,0.9433489292860032,good,good
butv116_04499,good,-0.17784525983626548,0.7337626814842224,medium,good
butv116_04503,good,-0.02281743923829771,0.08393314480781561,medium,good
butv116_04507,good,0.039411853474346115,0.9232725501060486,good,good
