idx,split,class_name,v116_candidate_type,domain,PC1,PC2,coordinate_basis
10591,train,medium,original_but,original BUT,-5.290643550296391,-5.421667006330476,v116_shared_pca_44_features_fit_original_train
10592,train,medium,original_but,original BUT,-8.648361411297534,-6.748051716773621,v116_shared_pca_44_features_fit_original_train
10594,train,medium,original_but,original BUT,-6.656520145626724,-4.476693947348087,v116_shared_pca_44_features_fit_original_train
10595,train,medium,original_but,original BUT,-5.116737248089493,-4.266270796596731,v116_shared_pca_44_features_fit_original_train
10596,train,medium,original_but,original BUT,0.6119872532528078,-1.3968564991946415,v116_shared_pca_44_features_fit_original_train
10597,train,medium,original_but,original BUT,-6.702890150481615,-6.986511910930521,v116_shared_pca_44_features_fit_original_train
10598,train,medium,original_but,original BUT,-7.874345695979507,-7.368589183334658,v116_shared_pca_44_features_fit_original_train
10599,train,medium,original_but,original BUT,-7.086404484587392,-5.538431201680382,v116_shared_pca_44_features_fit_original_train
10601,train,medium,original_but,original BUT,1.37088471850389,-1.2371436425301348,v116_shared_pca_44_features_fit_original_train
10602,train,medium,original_but,original BUT,-8.166782801562057,-8.273226208104802,v116_shared_pca_44_features_fit_original_train
10605,train,medium,original_but,original BUT,-7.421906406325304,-5.2922566046677355,v116_shared_pca_44_features_fit_original_train
10606,train,medium,original_but,original BUT,-3.033690198932311,-3.177750119859055,v116_shared_pca_44_features_fit_original_train
10608,train,medium,original_but,original BUT,-6.183310532151543,-5.446722715698016,v116_shared_pca_44_features_fit_original_train
10609,train,medium,original_but,original BUT,-9.060744440172014,-5.753655676002153,v116_shared_pca_44_features_fit_original_train
10610,train,medium,original_but,original BUT,-7.549338602044264,-5.930096221782884,v116_shared_pca_44_features_fit_original_train
10611,train,medium,original_but,original BUT,-7.424813403269372,-6.509374844498506,v116_shared_pca_44_features_fit_original_train
10612,train,medium,original_but,original BUT,-5.934409598165624,-5.25663887677721,v116_shared_pca_44_features_fit_original_train
10614,train,medium,original_but,original BUT,1.399729452763192,-0.5693800396772086,v116_shared_pca_44_features_fit_original_train
10615,train,medium,original_but,original BUT,1.2525343926718795,-0.7073280299954823,v116_shared_pca_44_features_fit_original_train
10616,train,medium,original_but,original BUT,-6.1254725121937454,-5.016211169412041,v116_shared_pca_44_features_fit_original_train
10617,train,medium,original_but,original BUT,-5.302720197024474,-4.854556464611767,v116_shared_pca_44_features_fit_original_train
10618,train,medium,original_but,original BUT,-4.528402410514328,-3.650385218488262,v116_shared_pca_44_features_fit_original_train
10619,train,medium,original_but,original BUT,-2.3541221550454003,-3.036772556964405,v116_shared_pca_44_features_fit_original_train
10620,train,medium,original_but,original BUT,-1.554178761568767,-2.431197131363916,v116_shared_pca_44_features_fit_original_train
10621,train,medium,original_but,original BUT,-7.617501063290112,-5.876409506510522,v116_shared_pca_44_features_fit_original_train
10622,train,medium,original_but,original BUT,-4.088531416172916,-4.171808953247019,v116_shared_pca_44_features_fit_original_train
10623,train,medium,original_but,original BUT,-0.07950846855889648,-1.7454978228016305,v116_shared_pca_44_features_fit_original_train
10624,train,medium,original_but,original BUT,-1.7294683110502715,-2.4070263345808747,v116_shared_pca_44_features_fit_original_train
10625,train,medium,original_but,original BUT,-6.346218143283847,-4.924071040903544,v116_shared_pca_44_features_fit_original_train
10626,train,medium,original_but,original BUT,-5.457963351357325,-3.6114309991138973,v116_shared_pca_44_features_fit_original_train
10628,train,medium,original_but,original BUT,1.4147506987083234,0.3585208770387812,v116_shared_pca_44_features_fit_original_train
10630,train,medium,original_but,original BUT,0.25955072403934276,-0.44050564422915306,v116_shared_pca_44_features_fit_original_train
10631,train,medium,original_but,original BUT,0.69753459157354,0.4834389540941169,v116_shared_pca_44_features_fit_original_train
10632,train,medium,original_but,original BUT,-0.7898200437030773,-0.34130181577531865,v116_shared_pca_44_features_fit_original_train
10633,train,medium,original_but,original BUT,1.479937912571473,1.312588426657168,v116_shared_pca_44_features_fit_original_train
10634,train,medium,original_but,original BUT,3.344386283847197,1.5726852132165934,v116_shared_pca_44_features_fit_original_train
10636,train,medium,original_but,original BUT,3.194814009697635,1.3562132340716873,v116_shared_pca_44_features_fit_original_train
10637,train,medium,original_but,original BUT,2.7224875614752597,1.130118419507326,v116_shared_pca_44_features_fit_original_train
10638,train,medium,original_but,original BUT,2.0521657581049704,0.8460852632256226,v116_shared_pca_44_features_fit_original_train
10639,train,medium,original_but,original BUT,2.50492192680724,0.9324522112386706,v116_shared_pca_44_features_fit_original_train
10640,train,medium,original_but,original BUT,2.296462162022533,0.447817091059325,v116_shared_pca_44_features_fit_original_train
10641,train,medium,original_but,original BUT,3.006469525485193,-0.3750185513859185,v116_shared_pca_44_features_fit_original_train
10642,train,medium,original_but,original BUT,1.2905616877536255,0.009368046752045507,v116_shared_pca_44_features_fit_original_train
10643,train,medium,original_but,original BUT,1.5890328087815428,0.6112828265835757,v116_shared_pca_44_features_fit_original_train
10644,train,medium,original_but,original BUT,2.8022700870342376,0.9005138228467857,v116_shared_pca_44_features_fit_original_train
10645,train,medium,original_but,original BUT,4.387942738869352,1.243084790605345,v116_shared_pca_44_features_fit_original_train
10647,train,medium,original_but,original BUT,2.5659515225956735,1.3133957467722022,v116_shared_pca_44_features_fit_original_train
10648,train,medium,original_but,original BUT,3.165761689568827,2.0266689344437565,v116_shared_pca_44_features_fit_original_train
10649,train,medium,original_but,original BUT,3.933537721428296,2.3973275436553907,v116_shared_pca_44_features_fit_original_train
10650,train,medium,original_but,original BUT,2.4819836509786715,1.700005207431047,v116_shared_pca_44_features_fit_original_train
10651,train,medium,original_but,original BUT,3.016975522378705,1.1053071057684127,v116_shared_pca_44_features_fit_original_train
10652,train,medium,original_but,original BUT,2.2123590182300283,0.75412530872629,v116_shared_pca_44_features_fit_original_train
10653,train,medium,original_but,original BUT,1.627339805713699,1.0660736177155787,v116_shared_pca_44_features_fit_original_train
10654,train,medium,original_but,original BUT,2.4880116289179086,1.4871620886203203,v116_shared_pca_44_features_fit_original_train
10655,train,medium,original_but,original BUT,3.486895281158201,1.2600867977043597,v116_shared_pca_44_features_fit_original_train
10656,train,medium,original_but,original BUT,2.2556666640635896,2.0058012906037117,v116_shared_pca_44_features_fit_original_train
10657,train,medium,original_but,original BUT,1.5162554955480387,1.7393418849650057,v116_shared_pca_44_features_fit_original_train
10658,train,medium,original_but,original BUT,1.789881109444351,2.2091839851004185,v116_shared_pca_44_features_fit_original_train
10659,train,medium,original_but,original BUT,2.128282918824807,1.502541023226855,v116_shared_pca_44_features_fit_original_train
10660,train,medium,original_but,original BUT,2.1355434174001715,0.8929492739701761,v116_shared_pca_44_features_fit_original_train
10661,train,medium,original_but,original BUT,-0.9311156681881627,-0.16459783993045463,v116_shared_pca_44_features_fit_original_train
10662,train,medium,original_but,original BUT,2.4149966691041334,0.7226417740419864,v116_shared_pca_44_features_fit_original_train
10663,train,medium,original_but,original BUT,2.6146350542670356,0.40020112117809203,v116_shared_pca_44_features_fit_original_train
10664,train,medium,original_but,original BUT,2.2781528078116544,0.17781880780698558,v116_shared_pca_44_features_fit_original_train
10666,train,medium,original_but,original BUT,1.7209280714158393,0.18613525776106254,v116_shared_pca_44_features_fit_original_train
10667,train,medium,original_but,original BUT,1.9696791364124269,0.13873803271180474,v116_shared_pca_44_features_fit_original_train
10668,train,medium,original_but,original BUT,3.362697010620077,0.2354763764540587,v116_shared_pca_44_features_fit_original_train
10669,train,medium,original_but,original BUT,3.654141730110923,0.19720283011720782,v116_shared_pca_44_features_fit_original_train
10670,train,medium,original_but,original BUT,0.29481963626228924,0.21509286192219482,v116_shared_pca_44_features_fit_original_train
10671,train,medium,original_but,original BUT,0.2746506034576006,0.1037681272292939,v116_shared_pca_44_features_fit_original_train
10673,train,medium,original_but,original BUT,1.5899796578312222,1.251673300304798,v116_shared_pca_44_features_fit_original_train
10674,train,medium,original_but,original BUT,1.226758628092956,1.295265940250613,v116_shared_pca_44_features_fit_original_train
10675,train,medium,original_but,original BUT,3.1692503073831344,1.589130727664086,v116_shared_pca_44_features_fit_original_train
10676,train,medium,original_but,original BUT,-0.35930826962447804,-0.18242829444087455,v116_shared_pca_44_features_fit_original_train
10677,train,medium,original_but,original BUT,0.888780522624959,0.13748328942471452,v116_shared_pca_44_features_fit_original_train
10678,train,medium,original_but,original BUT,1.941512585656862,0.8804120055922613,v116_shared_pca_44_features_fit_original_train
10679,train,medium,original_but,original BUT,2.573699394933745,1.7962657374621602,v116_shared_pca_44_features_fit_original_train
10680,train,medium,original_but,original BUT,0.626590726445965,0.3094262286692522,v116_shared_pca_44_features_fit_original_train
10681,train,medium,original_but,original BUT,0.8631927390821974,0.6501167056596611,v116_shared_pca_44_features_fit_original_train
10682,train,medium,original_but,original BUT,1.0528983277279298,0.3578116362564032,v116_shared_pca_44_features_fit_original_train
10683,train,medium,original_but,original BUT,1.8935384665595985,0.9796080800562152,v116_shared_pca_44_features_fit_original_train
10684,train,medium,original_but,original BUT,3.0600491747725265,1.5844210648936075,v116_shared_pca_44_features_fit_original_train
10686,train,medium,original_but,original BUT,1.2038923351718598,0.6024936239566399,v116_shared_pca_44_features_fit_original_train
10687,train,medium,original_but,original BUT,0.5146683462848103,0.2656206419238736,v116_shared_pca_44_features_fit_original_train
10688,train,medium,original_but,original BUT,1.8493372169945186,0.9567386881873652,v116_shared_pca_44_features_fit_original_train
10689,train,medium,original_but,original BUT,2.39192399703163,1.7220658624212353,v116_shared_pca_44_features_fit_original_train
10690,train,medium,original_but,original BUT,1.8389027869308467,1.0730942367372949,v116_shared_pca_44_features_fit_original_train
10691,train,medium,original_but,original BUT,0.9357088723909284,0.5961188930913419,v116_shared_pca_44_features_fit_original_train
10692,train,medium,original_but,original BUT,0.4753840725768905,-0.19627547756908462,v116_shared_pca_44_features_fit_original_train
10693,train,medium,original_but,original BUT,1.9635402919622473,1.260715711571849,v116_shared_pca_44_features_fit_original_train
10694,train,medium,original_but,original BUT,2.452994179709373,1.4600880698353749,v116_shared_pca_44_features_fit_original_train
10695,train,medium,original_but,original BUT,1.8123198824046978,1.2748825302554228,v116_shared_pca_44_features_fit_original_train
10697,train,medium,original_but,original BUT,1.1292341569131685,0.5710999141920765,v116_shared_pca_44_features_fit_original_train
10698,train,medium,original_but,original BUT,1.827382400393463,1.3148517541224016,v116_shared_pca_44_features_fit_original_train
10699,train,medium,original_but,original BUT,1.9508288995488516,1.4211759280860754,v116_shared_pca_44_features_fit_original_train
10700,train,medium,original_but,original BUT,1.5674499960018151,1.3701440039129233,v116_shared_pca_44_features_fit_original_train
10701,train,medium,original_but,original BUT,1.2104261684470683,1.1841735991289666,v116_shared_pca_44_features_fit_original_train
10702,train,medium,original_but,original BUT,2.369318700984754,1.5058914979812246,v116_shared_pca_44_features_fit_original_train
10704,train,medium,original_but,original BUT,2.2439845241640697,0.6348864064993369,v116_shared_pca_44_features_fit_original_train
10705,train,medium,original_but,original BUT,2.165163652968332,1.3341836948508776,v116_shared_pca_44_features_fit_original_train
10706,train,medium,original_but,original BUT,2.264504198141744,1.1727256947700915,v116_shared_pca_44_features_fit_original_train
10707,train,medium,original_but,original BUT,2.0302305765587647,1.015674143655287,v116_shared_pca_44_features_fit_original_train
10709,train,medium,original_but,original BUT,2.9777125564738536,1.6341479715694447,v116_shared_pca_44_features_fit_original_train
10710,train,medium,original_but,original BUT,1.8764589244904726,1.3119320212500152,v116_shared_pca_44_features_fit_original_train
10713,train,medium,original_but,original BUT,1.3415150454472164,0.5888095450597841,v116_shared_pca_44_features_fit_original_train
10715,train,medium,original_but,original BUT,3.087677143860126,1.0340939136778053,v116_shared_pca_44_features_fit_original_train
10716,train,medium,original_but,original BUT,1.5308104160244296,0.6226531575691445,v116_shared_pca_44_features_fit_original_train
10717,train,medium,original_but,original BUT,2.7084334635896337,0.7617562149302375,v116_shared_pca_44_features_fit_original_train
10718,train,medium,original_but,original BUT,1.403480216894844,0.2861346316814621,v116_shared_pca_44_features_fit_original_train
10719,train,medium,original_but,original BUT,-3.6116444130774483,-1.9011138310455569,v116_shared_pca_44_features_fit_original_train
10720,train,medium,original_but,original BUT,-1.3998210473165824,-0.6669866817104229,v116_shared_pca_44_features_fit_original_train
10721,train,medium,original_but,original BUT,0.22429586612479158,-0.5854802313573506,v116_shared_pca_44_features_fit_original_train
10724,train,medium,original_but,original BUT,2.2020066185276956,1.3786333242481095,v116_shared_pca_44_features_fit_original_train
10726,train,medium,original_but,original BUT,2.703640604260336,0.8652205140843563,v116_shared_pca_44_features_fit_original_train
10727,train,medium,original_but,original BUT,3.0212300886401406,0.19577615626878456,v116_shared_pca_44_features_fit_original_train
10728,train,medium,original_but,original BUT,2.7434277860541187,0.3990764724661972,v116_shared_pca_44_features_fit_original_train
10729,train,medium,original_but,original BUT,2.5169357090426585,0.23706823790552603,v116_shared_pca_44_features_fit_original_train
10730,train,medium,original_but,original BUT,3.4656549546417104,0.630562430754988,v116_shared_pca_44_features_fit_original_train
10731,train,medium,original_but,original BUT,2.5526842616690657,0.49082546885498346,v116_shared_pca_44_features_fit_original_train
10733,train,medium,original_but,original BUT,3.8414020019074813,-0.029737131185582355,v116_shared_pca_44_features_fit_original_train
10734,train,medium,original_but,original BUT,3.6476253454639487,0.3816385474024204,v116_shared_pca_44_features_fit_original_train
10735,train,medium,original_but,original BUT,3.2810226147506714,0.140929044377755,v116_shared_pca_44_features_fit_original_train
10736,train,medium,original_but,original BUT,3.353262436447074,0.39584618743599237,v116_shared_pca_44_features_fit_original_train
10739,train,medium,original_but,original BUT,3.517412826972318,0.15781679312344293,v116_shared_pca_44_features_fit_original_train
10740,train,medium,original_but,original BUT,3.5307612621819846,0.20402442985109226,v116_shared_pca_44_features_fit_original_train
10741,train,medium,original_but,original BUT,3.272946144609588,0.291909840237331,v116_shared_pca_44_features_fit_original_train
10743,train,medium,original_but,original BUT,2.971516504404299,0.03761868992796355,v116_shared_pca_44_features_fit_original_train
10744,train,medium,original_but,original BUT,3.302601078176117,-0.2932691501227244,v116_shared_pca_44_features_fit_original_train
10746,train,medium,original_but,original BUT,3.203616475633805,0.366073328825637,v116_shared_pca_44_features_fit_original_train
10747,train,medium,original_but,original BUT,3.95581767710528,0.5546453006397496,v116_shared_pca_44_features_fit_original_train
10748,train,medium,original_but,original BUT,3.8449613582884883,0.4114839370649002,v116_shared_pca_44_features_fit_original_train
10749,train,medium,original_but,original BUT,4.398365988638565,0.31862386516050145,v116_shared_pca_44_features_fit_original_train
10750,train,medium,original_but,original BUT,4.013980307178154,-0.029930386589551952,v116_shared_pca_44_features_fit_original_train
10751,train,medium,original_but,original BUT,4.073080784222225,-0.0643446287626848,v116_shared_pca_44_features_fit_original_train
10752,train,medium,original_but,original BUT,3.8565985080585197,0.13445430163123634,v116_shared_pca_44_features_fit_original_train
10753,train,medium,original_but,original BUT,4.4740066523761906,0.17975927416352336,v116_shared_pca_44_features_fit_original_train
10755,train,medium,original_but,original BUT,4.106779937319038,0.3188213155310723,v116_shared_pca_44_features_fit_original_train
10756,train,medium,original_but,original BUT,4.599047175399733,0.2806292009023533,v116_shared_pca_44_features_fit_original_train
10759,train,medium,original_but,original BUT,2.298500145091792,-0.10062223987215044,v116_shared_pca_44_features_fit_original_train
10760,train,medium,original_but,original BUT,-1.6983175166765614,-1.3026490731532574,v116_shared_pca_44_features_fit_original_train
10762,train,medium,original_but,original BUT,0.9894866930173586,0.05632753769436319,v116_shared_pca_44_features_fit_original_train
10763,train,medium,original_but,original BUT,0.46485619481630414,0.14225802844911717,v116_shared_pca_44_features_fit_original_train
10764,train,medium,original_but,original BUT,1.6081542017882493,0.40533420590647834,v116_shared_pca_44_features_fit_original_train
10765,train,medium,original_but,original BUT,-0.5046533653754364,-0.5439909123420796,v116_shared_pca_44_features_fit_original_train
10766,train,medium,original_but,original BUT,-0.1016046937414985,-0.23476379557312488,v116_shared_pca_44_features_fit_original_train
10768,train,medium,original_but,original BUT,1.6771614224854843,0.5344604329932667,v116_shared_pca_44_features_fit_original_train
10769,train,medium,original_but,original BUT,2.1549404596678423,0.7236367193213804,v116_shared_pca_44_features_fit_original_train
10771,train,medium,original_but,original BUT,0.8051506325955087,0.5434603660991255,v116_shared_pca_44_features_fit_original_train
10772,train,medium,original_but,original BUT,1.2827729579472278,0.5490099427140311,v116_shared_pca_44_features_fit_original_train
10773,train,medium,original_but,original BUT,0.4017330967444698,-0.019464563231476245,v116_shared_pca_44_features_fit_original_train
10775,train,medium,original_but,original BUT,2.8793844208788695,0.7667162799346143,v116_shared_pca_44_features_fit_original_train
10776,train,medium,original_but,original BUT,1.8678443757399872,0.875611240779278,v116_shared_pca_44_features_fit_original_train
10777,train,medium,original_but,original BUT,2.7689057777937927,1.2855882178676672,v116_shared_pca_44_features_fit_original_train
10778,train,medium,original_but,original BUT,1.793419850573927,0.8078152847470845,v116_shared_pca_44_features_fit_original_train
10781,train,medium,original_but,original BUT,2.7600037737539944,1.1504438564873989,v116_shared_pca_44_features_fit_original_train
10782,train,medium,original_but,original BUT,2.888166832468391,0.8177678570117599,v116_shared_pca_44_features_fit_original_train
10783,train,medium,original_but,original BUT,3.956218652117325,0.9309131604291643,v116_shared_pca_44_features_fit_original_train
10784,train,medium,original_but,original BUT,3.8521878350593837,1.3551791544432092,v116_shared_pca_44_features_fit_original_train
10786,train,medium,original_but,original BUT,3.026197455699732,1.0849020123283408,v116_shared_pca_44_features_fit_original_train
10787,train,medium,original_but,original BUT,2.990331832167397,1.0604624674711742,v116_shared_pca_44_features_fit_original_train
10788,train,medium,original_but,original BUT,3.2571476215061463,1.3222646303384604,v116_shared_pca_44_features_fit_original_train
10789,train,medium,original_but,original BUT,2.739745543278694,1.0171572075976605,v116_shared_pca_44_features_fit_original_train
10793,train,medium,original_but,original BUT,3.3725614416388994,1.5475339128192707,v116_shared_pca_44_features_fit_original_train
10794,train,medium,original_but,original BUT,4.296021356125159,1.0137948449693548,v116_shared_pca_44_features_fit_original_train
10795,train,medium,original_but,original BUT,3.4360565160525693,0.9854338121123858,v116_shared_pca_44_features_fit_original_train
10796,train,medium,original_but,original BUT,2.447758632818796,1.0521297568541068,v116_shared_pca_44_features_fit_original_train
10797,train,medium,original_but,original BUT,3.87611494066269,1.3540271184715142,v116_shared_pca_44_features_fit_original_train
10798,train,medium,original_but,original BUT,3.3000657032518173,1.183508384756271,v116_shared_pca_44_features_fit_original_train
10799,train,medium,original_but,original BUT,3.6430352603626663,1.0461229158195726,v116_shared_pca_44_features_fit_original_train
10800,train,medium,original_but,original BUT,2.4285214604611594,1.035094356674341,v116_shared_pca_44_features_fit_original_train
10801,train,medium,original_but,original BUT,3.388099982999285,1.1438256852624642,v116_shared_pca_44_features_fit_original_train
10802,train,medium,original_but,original BUT,3.3606684455001714,1.1227680647287108,v116_shared_pca_44_features_fit_original_train
10803,train,medium,original_but,original BUT,3.0854554357168382,1.2759097939086264,v116_shared_pca_44_features_fit_original_train
10804,train,medium,original_but,original BUT,3.2568267560872246,1.4866880754082037,v116_shared_pca_44_features_fit_original_train
10805,train,medium,original_but,original BUT,4.277130553479321,1.243382999644234,v116_shared_pca_44_features_fit_original_train
10806,train,medium,original_but,original BUT,3.2444196005332557,1.4048844403413596,v116_shared_pca_44_features_fit_original_train
10807,train,medium,original_but,original BUT,3.5684649492611813,1.1993439573403741,v116_shared_pca_44_features_fit_original_train
10808,train,medium,original_but,original BUT,3.7873353267654193,0.9310627222481063,v116_shared_pca_44_features_fit_original_train
10811,train,medium,original_but,original BUT,3.7508590868120675,1.2654992900579207,v116_shared_pca_44_features_fit_original_train
10812,train,medium,original_but,original BUT,2.9169437268814846,1.036348035558632,v116_shared_pca_44_features_fit_original_train
10813,train,medium,original_but,original BUT,2.860018973391909,0.909128231012827,v116_shared_pca_44_features_fit_original_train
10814,train,medium,original_but,original BUT,3.9385086669549905,1.1390529033568448,v116_shared_pca_44_features_fit_original_train
10816,train,medium,original_but,original BUT,3.2670151813841306,1.1392792381857448,v116_shared_pca_44_features_fit_original_train
10817,train,medium,original_but,original BUT,3.003006159609863,1.2140782400472396,v116_shared_pca_44_features_fit_original_train
10820,train,medium,original_but,original BUT,2.7123306680008907,1.1907875997285995,v116_shared_pca_44_features_fit_original_train
10821,train,medium,original_but,original BUT,3.0867083971322034,1.2657210396915004,v116_shared_pca_44_features_fit_original_train
10826,train,medium,original_but,original BUT,3.0091767926176525,1.1238166146833084,v116_shared_pca_44_features_fit_original_train
10827,train,medium,original_but,original BUT,2.921622098244434,1.1501853374626418,v116_shared_pca_44_features_fit_original_train
10828,train,medium,original_but,original BUT,2.8380463504679856,1.1022235693800522,v116_shared_pca_44_features_fit_original_train
10830,train,medium,original_but,original BUT,3.5839972411951173,0.9835054639682668,v116_shared_pca_44_features_fit_original_train
10831,train,medium,original_but,original BUT,1.8282267865459176,1.0950854923723465,v116_shared_pca_44_features_fit_original_train
10832,train,medium,original_but,original BUT,-1.0698653792391326,-0.4932870448471908,v116_shared_pca_44_features_fit_original_train
10833,train,medium,original_but,original BUT,1.435931555828747,1.6763051168702021,v116_shared_pca_44_features_fit_original_train
10835,train,medium,original_but,original BUT,1.2971574457184825,1.3996465850792261,v116_shared_pca_44_features_fit_original_train
10836,train,medium,original_but,original BUT,1.7152564453887118,1.7150581112803134,v116_shared_pca_44_features_fit_original_train
10837,train,medium,original_but,original BUT,1.3510332972284462,1.4313978845040303,v116_shared_pca_44_features_fit_original_train
10838,train,medium,original_but,original BUT,2.4834187995068477,1.289272279471476,v116_shared_pca_44_features_fit_original_train
10839,train,medium,original_but,original BUT,2.4992583945317537,1.5796037373768541,v116_shared_pca_44_features_fit_original_train
10844,train,medium,original_but,original BUT,0.28532126884660647,0.7205717270755776,v116_shared_pca_44_features_fit_original_train
