idx,candidate_type,display_subtype,record_id,source_idx,rms,ptp,diff,base_range,resid_p95,resid_sd,x_range,sign_changes,score
27100,ptb_morph,bad_contact_reset_flatline,v114_D2_ptb_but_style_residual_ptbxl_7075,7075,0.8192347,3.6080093,0.29752576,0.35508160220396023,0.22267739854209667,0.1005292138185831,0.7455964267253875,0.05684547638110488,1.5604865523196438
25059,but_native_morph,bad_contact_reset_flatline,v116_native_morph_111001_2,v116_native_morph_25134_2,0.8157049,3.563972,0.2994877,0.36454528813877424,0.22933114995111067,0.10302358392737763,0.7584420052170753,0.05604483586869496,1.5559683131771516
26178,but_native_morph,bad_contact_reset_flatline,v116_native_morph_111001_0,v116_native_morph_25134_0,0.81579083,3.5630744,0.30065447,0.36308788168355377,0.2283988227320564,0.10255194919895622,0.7552997010946274,0.05684547638110488,1.555595706671049
24065,but_native_morph,bad_contact_reset_flatline,v116_native_morph_111001_6,v116_native_morph_25134_6,0.8166637,3.566988,0.29987,0.36463640112062523,0.22937543459609522,0.102982630502625,0.7585433441400528,0.05844675740592474,1.5546174847998588
29043,ptb_morph,bad_contact_reset_flatline,v114_D2_ptb_but_style_residual_ptbxl_18804,18804,0.8149779,3.6080112,0.30057853,0.34835967843817817,0.22252098717787056,0.0989723957575649,0.735763313770294,0.06164931945556445,1.5285171829885316
26024,but_native_morph,bad_contact_reset_flatline,v116_native_morph_111001_5,v116_native_morph_26932_5,1.1058655,5.456581,0.4003998,0.32299208429221005,0.20968666496237662,0.19697112825646945,1.1314513832330695,0.032025620496397116,1.5211331472498575
27535,ptb_morph,bad_contact_reset_flatline,v114_D2_ptb_but_style_residual_ptbxl_7758,7758,1.1415346,6.758156,0.21416627,0.41622199859781805,0.27051480710122583,0.12564344321388243,1.132509273290634,0.03042433947157726,1.5203689727281344
24631,but_native_morph,bad_contact_reset_flatline,v116_native_morph_111001_3,v116_native_morph_26953_3,2.9635684,14.779192,0.70225096,0.2909054398944831,0.18945930317684365,0.08410577242734249,0.6664978468418121,0.025620496397117692,1.520070404493678
25326,but_native_morph,bad_contact_reset_flatline,v116_native_morph_111001_2,v116_native_morph_25409_2,1.1424493,6.761806,0.21441923,0.4164251269765228,0.27095609699452744,0.1257474035751864,1.1334430891275407,0.03522818254603683,1.5157304823788296
22995,but_native_morph,bad_contact_reset_flatline,v116_native_morph_111001_7,v116_native_morph_26953_7,2.966493,14.839949,0.70731425,0.29155095790817687,0.19062158796294826,0.08463531059036468,0.6707302385568619,0.025620496397117692,1.5140947030233811
27584,ptb_morph,bad_contact_reset_flatline,v114_D2_ptb_but_style_residual_ptbxl_17369,17369,2.9415388,14.711151,0.70328987,0.2889222813757768,0.1889420141126224,0.08385913279148344,0.664549095928669,0.02722177742193755,1.5128173111498973
31419,ptb_morph,bad_contact_reset_flatline,v114_D2_ptb_but_style_residual_ptbxl_11742,11742,1.1389909,6.7562156,0.22097342,0.40378829941294525,0.2645185712711005,0.12246801745544081,1.1018842709064482,0.03362690152121697,1.5063207359444881
31241,ptb_morph,bad_contact_reset_flatline,v114_D2_ptb_but_style_residual_ptbxl_3066,3066,3.046335,15.24225,0.7260509,0.2760038447921374,0.18239670425548637,0.08079516691486976,0.6377256967127323,0.03362690152121697,1.4930218783207572
22761,clean_style,bad_other_boundary,v115_cleanonly_regime_ptbxl_6472,6472,1.7179222,12.278624,0.74305373,0.7610206256492574,0.4892373398295138,0.424730964345732,3.547782633304596,0.12169735788630905,1.482502818363831
27569,ptb_morph,bad_contact_reset_flatline,v114_D2_ptb_but_style_residual_ptbxl_2047,2047,1.0963205,5.4506845,0.40675002,0.30698021946484644,0.20481446074666007,0.19114398899480178,1.101875456273555,0.032025620496397116,1.4795983322230122
31345,ptb_morph,bad_contact_reset_flatline,v114_D2_ptb_but_style_residual_ptbxl_4503,4503,1.1042106,4.7065716,0.3809325,0.3456798990476464,0.242595878657741,0.13363704089308187,0.7415786945819854,0.03282626100880705,1.4052191102316316
29082,ptb_morph,bad_contact_reset_flatline,v114_D2_ptb_but_style_residual_ptbxl_8013,8013,1.2604609,4.3344183,0.21932939,0.28135908860764264,0.1988764273875163,0.11341441118762612,0.5914890642464161,0.016813450760608487,1.4046480929364231
29612,ptb_morph,bad_contact_reset_flatline,v114_D2_ptb_but_style_residual_ptbxl_7105,7105,1.2659956,4.3704863,0.2267383,0.27394176045093177,0.1935743834588655,0.11070996569100792,0.5777914018929005,0.018414731785428344,1.4041195338698407
27543,ptb_morph,bad_contact_reset_flatline,v114_D2_ptb_but_style_residual_ptbxl_12530,12530,1.0917369,4.63223,0.38980383,0.3521500089215077,0.2471081900636458,0.13506830076571158,0.7484295549988746,0.03923138510808647,1.4015397296750682
25716,but_native_morph,bad_contact_reset_flatline,v116_native_morph_111001_7,v116_native_morph_25064_7,1.2637194,4.3645773,0.22279029,0.283950257010014,0.2013200040585946,0.11435824864875936,0.5978178773820401,0.016813450760608487,1.4003472606100849
24442,but_native_morph,bad_contact_reset_flatline,v116_native_morph_111001_1,v116_native_morph_25064_1,1.2620595,4.3575716,0.22389194,0.2857997350371535,0.20293331596563458,0.11514690025760638,0.6018091322481632,0.016813450760608487,1.3982480883505641
27631,ptb_morph,bad_contact_reset_flatline,v114_D2_ptb_but_style_residual_ptbxl_15594,15594,0.9963109,3.4797885,0.21722817,0.2869980910789236,0.2030714530579187,0.10090005839655364,0.5959379827976227,0.02802241793434748,1.396465833343318
29339,ptb_morph,bad_contact_reset_flatline,v114_D2_ptb_but_style_residual_ptbxl_18269,18269,1.2523336,4.2799067,0.21361355,0.2747926840116641,0.19561342980313892,0.11025666591001314,0.5742028135061263,0.016813450760608487,1.3946788697341315
23454,but_native_morph,bad_contact_reset_flatline,v116_native_morph_111001_4,v116_native_morph_25590_4,1.0870545,4.597041,0.3788277,0.3656359733741421,0.2581881477975122,0.14088284244725752,0.7772664347290993,0.036028823058446756,1.3945381739419755
27500,ptb_morph,bad_contact_reset_flatline,v114_D2_ptb_but_style_residual_ptbxl_13175,13175,0.9853748,3.4500937,0.21377157,0.2910671348876942,0.2068868390965317,0.10239083292103505,0.6061736980080604,0.024819855884707767,1.3919918170875096
28059,ptb_morph,bad_contact_reset_flatline,v114_D2_ptb_but_style_residual_ptbxl_13730,13730,0.983491,3.4753098,0.21610834,0.2851141529447172,0.20462762302763055,0.10082013998005246,0.6013993850350381,0.02321857485988791,1.3793937415356508
26009,but_native_morph,bad_contact_reset_flatline,v116_native_morph_111001_3,v116_native_morph_25590_3,1.0853944,4.582537,0.37197298,0.36056219923074706,0.2584247596611652,0.14070507256651765,0.7754745039343833,0.036028823058446756,1.3736081655134817
31402,ptb_morph,bad_contact_reset_flatline,v114_D2_ptb_but_style_residual_ptbxl_9577,9577,0.9808964,5.1550627,0.47515306,0.3603915212398109,0.2592178736444174,0.1297760047232146,0.9540215700864787,0.051240992794235385,1.359553557281938
23356,but_native_morph,bad_contact_reset_flatline,v116_native_morph_111001_0,v116_native_morph_26283_0,1.1810026,7.176692,0.2514724,0.34590846415032345,0.2665532924696571,0.14943201003628914,1.2290473264455795,0.021617293835068056,1.2847332207614583
25435,but_native_morph,bad_contact_reset_flatline,v116_native_morph_111001_6,v116_native_morph_26283_6,1.1804299,7.1785383,0.25242594,0.3473707251087426,0.2677602610727414,0.14997501066052762,1.2344677805900575,0.021617293835068056,1.284344715945907
23334,but_native_morph,bad_contact_reset_flatline,v116_native_morph_111001_4,v116_native_morph_26283_4,1.1800014,7.157959,0.2523462,0.35285988072603747,0.2726936911750608,0.15022525537383766,1.2373604983091355,0.021617293835068056,1.281003771877419
22734,clean_style,bad_other_boundary,v115_cleanonly_regime_ptbxl_8508,8508,0.9962849,3.2586408,0.59112936,0.6848031192884383,0.5142545366780349,0.22116114840791035,1.0587228778004647,0.13290632506004804,1.251895964668065
29006,ptb_morph,bad_contact_reset_flatline,v114_D2_ptb_but_style_residual_ptbxl_19427,19427,1.2645618,5.988796,0.4358417,0.2804701310342671,0.22303445011952916,0.13802939441437234,0.7890879550576207,0.03362690152121697,1.2373375452925683
27555,ptb_morph,bad_contact_reset_flatline,v114_D2_ptb_but_style_residual_ptbxl_317,317,2.0267644,10.9667,0.4216376,0.31197346512996305,0.24850119048554684,0.24085665309102222,1.4394561594724649,0.0344275420336269,1.234758827539492
27274,ptb_morph,bad_contact_reset_flatline,v114_D2_ptb_but_style_residual_ptbxl_14076,14076,1.2591738,5.95943,0.44421902,0.2778766188576661,0.22189411747746354,0.1369066385209831,0.7818440780043601,0.03042433947157726,1.2340335134086262
29607,ptb_morph,bad_contact_reset_flatline,v114_D2_ptb_but_style_residual_ptbxl_13021,13021,2.0903957,11.321928,0.4495445,0.3147775097173153,0.2518879748120917,0.24256044820668587,1.451181017458438,0.03122497998398719,1.2309326878264562
23894,but_native_morph,bad_contact_reset_flatline,v116_native_morph_111001_4,v116_native_morph_26289_4,2.0890334,11.278821,0.44717166,0.31904688763165046,0.2559765148768756,0.24695824499491162,1.4716217684745783,0.02802241793434748,1.2295729272972886
28403,ptb_morph,bad_contact_reset_flatline,v114_D2_ptb_but_style_residual_ptbxl_1579,1579,2.0819435,11.277167,0.44326922,0.3129178780689928,0.25107661628004785,0.24256141988026034,1.4502501940727228,0.02802241793434748,1.2294859314988174
25400,but_native_morph,bad_contact_reset_flatline,v116_native_morph_111001_6,v116_native_morph_26969_6,1.2932088,6.096156,0.43124977,0.291129318173324,0.23275916012993314,0.1441976306820705,0.8187945938110349,0.03843074459567654,1.227711092199809
24179,but_native_morph,bad_contact_reset_flatline,v116_native_morph_111001_5,v116_native_morph_26969_5,1.2908016,6.0845714,0.42565385,0.2906107028346927,0.23235375830283078,0.14396967476150663,0.8174263754487034,0.03843074459567654,1.2276613790700308
23534,but_native_morph,bad_contact_reset_flatline,v116_native_morph_111001_0,v116_native_morph_25591_0,1.1628815,5.9798794,0.38906485,0.3027163423559839,0.24440331548309527,0.1193814854506929,0.843402529656887,0.040032025620496396,1.2145691530762204
23257,but_native_morph,bad_contact_reset_flatline,v116_native_morph_111001_4,v116_native_morph_25591_4,1.1623801,5.9778714,0.38941863,0.30402091818546306,0.2456348584268235,0.1198250746596686,0.8466993477940559,0.040032025620496396,1.213670265848266
27544,ptb_morph,bad_contact_reset_flatline,v114_D2_ptb_but_style_residual_ptbxl_15130,15130,1.1527398,5.9268446,0.3867153,0.29959066114226074,0.2425828224080948,0.11852514248994984,0.837275330722332,0.041633306645316254,1.2100185339200111
26245,but_native_morph,bad_contact_reset_flatline,v116_native_morph_111001_3,v116_native_morph_25591_3,1.1584781,5.9553857,0.38987848,0.3026009114900063,0.24557488424697912,0.11989841890353446,0.8461292150616645,0.040032025620496396,1.2081901785504225
24171,but_native_morph,bad_contact_reset_flatline,v116_native_morph_111001_2,v116_native_morph_25591_2,1.163187,5.980207,0.3900259,0.3022630516114809,0.2455154573376034,0.12000223721548252,0.8468056777119636,0.041633306645316254,1.206151545398829
23355,but_native_morph,bad_contact_reset_flatline,v116_native_morph_111001_1,v116_native_morph_25591_1,1.1603504,5.965579,0.3896588,0.30217723604012237,0.2459407129186758,0.12013833589263481,0.8474573844671249,0.041633306645316254,1.2036738805975529
26702,ptb_morph,bad_contact_reset_flatline,v114_D2_ptb_but_style_residual_ptbxl_16406,16406,1.2516679,5.831705,0.41714188,0.2678379546502485,0.2205234078124101,0.13726785070565245,0.7640790319442747,0.03122497998398719,1.195815171364693
27496,ptb_morph,bad_contact_reset_flatline,v114_D2_ptb_but_style_residual_ptbxl_18918,18918,1.0703752,5.1846952,0.4523384,0.3067316111371424,0.24862652921235648,0.10806332170916218,0.7678344172239302,0.06725380304243395,1.1933470277757638
29127,ptb_morph,bad_contact_reset_flatline,v114_D2_ptb_but_style_residual_ptbxl_17675,17675,1.0842528,5.2667813,0.45324013,0.30823057492873984,0.2510290770303547,0.10933447201807166,0.7770479506254195,0.06725380304243395,1.1875108434823027
27720,ptb_morph,bad_contact_reset_flatline,v114_D2_ptb_but_style_residual_ptbxl_18636,18636,1.4432017,7.527096,0.47880867,0.2992931288273716,0.2504844746797294,0.11137415998881979,0.7927208617329597,0.02241793434747798,1.1814014726798812
23241,but_native_morph,bad_contact_reset_flatline,v116_native_morph_111001_0,v116_native_morph_26977_0,1.4546216,7.540923,0.47905073,0.3075343075969008,0.25772826770995116,0.11491248339266752,0.8147023233771323,0.02401921537229784,1.1788340432701587
26804,ptb_morph,bad_contact_reset_flatline,v114_D2_ptb_but_style_residual_ptbxl_371,371,1.0718699,5.235678,0.44976726,0.3071978034613008,0.25181035282575215,0.10877012062506665,0.7764250701665878,0.0688550840672538,1.1786391082451813
30129,ptb_morph,bad_contact_reset_flatline,v114_D2_ptb_but_style_residual_ptbxl_2353,2353,1.1162333,5.458357,0.9562022,0.3230178852150943,0.26464927257694937,0.11577092478438905,0.819419481754303,0.0744595676541233,1.1758704620235616
25656,but_native_morph,bad_contact_reset_flatline,v116_native_morph_111001_3,v116_native_morph_25139_3,1.0903827,6.602173,0.6113605,0.3685753424195072,0.3068572866427641,0.15896015752796994,1.2858352091908452,0.04323458767013611,1.1751848433593934
28553,ptb_morph,bad_contact_reset_flatline,v114_D2_ptb_but_style_residual_ptbxl_699,699,1.0619189,6.3421335,0.6285044,0.3548111461870561,0.2947072065999337,0.15216506186859474,1.215613487064838,0.04803843074459568,1.175117443517995
23971,but_native_morph,bad_contact_reset_flatline,v116_native_morph_111001_1,v116_native_morph_25139_1,1.0906891,6.606759,0.61092097,0.36933625709966755,0.30779622240373256,0.1593488136549765,1.28941726565361,0.04323458767013611,1.1739929382069123
31367,ptb_morph,bad_contact_reset_flatline,v114_D2_ptb_but_style_residual_ptbxl_3227,3227,1.1366984,5.5803657,0.98025477,0.3212718557029085,0.2641512683111306,0.11534273331622932,0.8161961394548416,0.07766212970376302,1.1696400755685519
29621,ptb_morph,bad_contact_reset_flatline,v114_D2_ptb_but_style_residual_ptbxl_18569,18569,1.0815715,6.564337,0.60772985,0.36344789551377144,0.304200330058222,0.1565190657239903,1.2721475893259044,0.04323458767013611,1.1688202809680546
27513,ptb_morph,bad_contact_reset_flatline,v114_D2_ptb_but_style_residual_ptbxl_8435,8435,1.0853363,6.5790796,0.60766417,0.36415965092721836,0.30476374850270754,0.15695874007700594,1.272495968043804,0.04483586869495596,1.1679861838615
30045,ptb_morph,bad_contact_reset_flatline,v114_D2_ptb_but_style_residual_ptbxl_14717,14717,1.1561617,5.694439,0.9967319,0.32360071644521027,0.2661338940537425,0.11586226361412223,0.8235166230797767,0.08406725380304243,1.1654870727775255
30246,ptb_morph,bad_contact_reset_flatline,v114_D2_ptb_but_style_residual_ptbxl_21554,21554,1.1385185,5.5964584,0.9814477,0.32648931949904264,0.26998703836405874,0.11737534114076222,0.830482712984085,0.07846277021617294,1.1621956133729545
24804,but_native_morph,bad_contact_reset_flatline,v116_native_morph_111001_6,v116_native_morph_26254_6,1.146902,5.636218,0.9890206,0.32955362571496605,0.2728557391822211,0.11870516990362526,0.8387101340293883,0.08086469175340272,1.1592711288675082
29646,ptb_morph,bad_contact_reset_flatline,v114_D2_ptb_but_style_residual_ptbxl_17563,17563,1.4633536,7.5825,0.4874444,0.2992332287436997,0.25694575817842524,0.11223374403069734,0.7951534637808799,0.028823058446757407,1.1472790549152878
31285,ptb_morph,bad_contact_reset_flatline,v114_D2_ptb_but_style_residual_ptbxl_19983,19983,1.457305,7.5628705,0.49385995,0.2947539832567299,0.2548759153080998,0.11119054075860707,0.7870777827501296,0.025620496397117692,1.1410838798443024
26648,ptb_morph,bad_contact_reset_flatline,v114_D2_ptb_but_style_residual_ptbxl_11801,11801,0.80974513,3.4944215,0.6349937,0.31521105004021843,0.2675434305640568,0.13244856737442032,0.8159383654594421,0.0656525220176141,1.1387718646465876
25367,but_native_morph,bad_contact_reset_flatline,v116_native_morph_111001_6,v116_native_morph_25288_6,0.8089572,3.4912617,0.647628,0.32192246280262693,0.273188460539596,0.13517730326473468,0.832165515422821,0.0688550840672538,1.1370723168676504
26318,but_native_morph,bad_contact_reset_flatline,v116_native_morph_111001_1,v116_native_morph_25288_1,0.8089487,3.4898224,0.6486995,0.32021012754250033,0.27200446514583443,0.13465472117571617,0.8285137954354287,0.07045636509207366,1.1349456436890841
23850,but_native_morph,bad_contact_reset_flatline,v116_native_morph_111001_4,v116_native_morph_25288_4,0.80975974,3.4947333,0.6478277,0.321627159100754,0.2735022569156857,0.13442964152645376,0.8279185536503793,0.07045636509207366,1.133679852311469
23228,but_native_morph,bad_contact_reset_flatline,v116_native_morph_111001_2,v116_native_morph_26935_2,1.1940502,4.988271,0.44507977,0.3282631985577189,0.2856178151536477,0.14602033825454644,0.7404897478222846,0.02642113690952762,1.1334525496581855
23089,but_native_morph,bad_contact_reset_flatline,v116_native_morph_111001_3,v116_native_morph_25288_3,0.80972517,3.4943213,0.6501854,0.3213654490362155,0.27335747375351976,0.13437040512459278,0.8274149507284164,0.07045636509207366,1.133345303423404
24231,but_native_morph,bad_contact_reset_flatline,v116_native_morph_111001_6,v116_native_morph_26935_6,1.1966119,5.00797,0.4481174,0.32488574038704476,0.28479815587371005,0.14551128628667284,0.738106307387352,0.02802241793434748,1.123940423282159
27572,ptb_morph,bad_contact_reset_flatline,v114_D2_ptb_but_style_residual_ptbxl_8831,8831,1.2001476,5.037581,0.44461012,0.32195685302293253,0.28338453038759104,0.14445945808707492,0.7353346195816992,0.02802241793434748,1.1192955544613126
24534,but_native_morph,bad_contact_reset_flatline,v116_native_morph_111001_4,v116_native_morph_26935_4,1.1961952,5.014291,0.4481436,0.3219237133032694,0.2836780647922073,0.14488766688241983,0.7351884138584136,0.02802241793434748,1.118003154543262
23595,but_native_morph,bad_contact_reset_flatline,v116_native_morph_111001_0,v116_native_morph_26935_0,1.1954906,5.011908,0.44743437,0.3220883460919024,0.2836865927526505,0.14491098167522357,0.7354673421382902,0.029623698959167333,1.1175886033924796
27506,ptb_morph,bad_contact_reset_flatline,v114_D2_ptb_but_style_residual_ptbxl_2826,2826,0.8233984,3.7439857,0.1991832,0.3117778117327618,0.27640502957451624,0.15049449604055706,0.9240508088469505,0.01921537229783827,1.1164411476464693
25152,but_native_morph,bad_contact_reset_flatline,v116_native_morph_111001_7,v116_native_morph_26960_7,1.13689,5.2084646,0.5297099,0.28921898516317995,0.25696705830584005,0.16288130293161596,0.9355710449814794,0.03522818254603683,1.1043686769252876
24311,but_native_morph,bad_contact_reset_flatline,v116_native_morph_111001_5,v116_native_morph_26960_5,1.1356375,5.205908,0.52760845,0.28777786328965627,0.25635662715793006,0.16234985706509134,0.9334765356779094,0.03522818254603683,1.101427168163617
